size, duration
10000; 3.917
20000; 7.5
30000; 6.958
40000; 4.875
50000; 3.875
60000; 9.0
70000; 12.125
80000; 3.625
90000; 4.708
100000; 2.333
110000; 2.583
120000; 4.166
130000; 5.25
140000; 4.0
150000; 5.5
160000; 3.375
170000; 2.458
180000; 2.584
190000; 3.209
200000; 3.125
