Size; Duration;Mean;Median;Min;Max
0;977.058750;977.058750;977.058750;977.058750;0.000000
1;486.143375;486.143375;486.143375;486.143375;0.000000
2;269.051292;269.051292;269.051292;269.051292;0.000000
3;167.498041;167.498041;167.498041;167.498041;0.000000
4;118.979875;118.979875;118.979875;118.979875;0.000000
5;55.328542;55.328542;55.328542;55.328542;0.000000
6;56.824500;56.824500;56.824500;56.824500;0.000000
7;22.016709;22.016709;22.016709;22.016709;0.000000
8;12.555125;12.555125;12.555125;12.555125;0.000000
9;7.687083;7.687083;7.687083;7.687083;0.000000
10;5.057125;5.057125;5.057125;5.057125;0.000000
11;4.277583;4.277583;4.277583;4.277583;0.000000
12;4.035958;4.035958;4.035958;4.035958;0.000000
13;2.482541;2.482541;2.482541;2.482541;0.000000
14;2.587375;2.587375;2.587375;2.587375;0.000000
15;2.457000;2.457000;2.457000;2.457000;0.000000
16;2.439458;2.439458;2.439458;2.439458;0.000000
17;2.476709;2.476709;2.476709;2.476709;0.000000
18;2.541417;2.541417;2.541417;2.541417;0.000000
19;2.455375;2.455375;2.455375;2.455375;0.000000
20;2.512792;2.512792;2.512792;2.512792;0.000000
21;2.447750;2.447750;2.447750;2.447750;0.000000
22;2.496917;2.496917;2.496917;2.496917;0.000000
23;2.527583;2.527583;2.527583;2.527583;0.000000
24;2.405833;2.405833;2.405833;2.405833;0.000000
25;2.453458;2.453458;2.453458;2.453458;0.000000
26;2.458916;2.458916;2.458916;2.458916;0.000000
27;2.411667;2.411667;2.411667;2.411667;0.000000
28;2.481834;2.481834;2.481834;2.481834;0.000000
29;2.439750;2.439750;2.439750;2.439750;0.000000
30;2.465458;2.465458;2.465458;2.465458;0.000000
31;2.506125;2.506125;2.506125;2.506125;0.000000
32;2.491209;2.491209;2.491209;2.491209;0.000000
33;2.437625;2.437625;2.437625;2.437625;0.000000
34;2.416417;2.416417;2.416417;2.416417;0.000000
35;2.354292;2.354292;2.354292;2.354292;0.000000
36;2.365625;2.365625;2.365625;2.365625;0.000000
37;2.447917;2.447917;2.447917;2.447917;0.000000
38;2.408417;2.408417;2.408417;2.408417;0.000000
39;2.408291;2.408291;2.408291;2.408291;0.000000
