Size; Duration;Mean;Median;Min;Max
0;4.949125;4.949125;4.949125;4.949125;0.000000
1;4.779375;4.779375;4.779375;4.779375;0.000000
2;4.556416;4.556416;4.556416;4.556416;0.000000
3;4.390250;4.390250;4.390250;4.390250;0.000000
4;4.348625;4.348625;4.348625;4.348625;0.000000
5;4.161958;4.161958;4.161958;4.161958;0.000000
6;4.122333;4.122333;4.122333;4.122333;0.000000
7;4.013125;4.013125;4.013125;4.013125;0.000000
8;3.854125;3.854125;3.854125;3.854125;0.000000
9;3.625583;3.625583;3.625583;3.625583;0.000000
10;3.682125;3.682125;3.682125;3.682125;0.000000
11;3.494750;3.494750;3.494750;3.494750;0.000000
12;3.481917;3.481917;3.481917;3.481917;0.000000
13;3.568833;3.568833;3.568833;3.568833;0.000000
14;3.360666;3.360666;3.360666;3.360666;0.000000
15;3.424083;3.424083;3.424083;3.424083;0.000000
16;3.263584;3.263584;3.263584;3.263584;0.000000
17;3.233334;3.233334;3.233334;3.233334;0.000000
18;3.193417;3.193417;3.193417;3.193417;0.000000
19;3.201542;3.201542;3.201542;3.201542;0.000000
20;3.078125;3.078125;3.078125;3.078125;0.000000
21;3.120584;3.120584;3.120584;3.120584;0.000000
22;2.886333;2.886333;2.886333;2.886333;0.000000
23;2.962666;2.962666;2.962666;2.962666;0.000000
24;2.956542;2.956542;2.956542;2.956542;0.000000
25;3.053167;3.053167;3.053167;3.053167;0.000000
26;3.207459;3.207459;3.207459;3.207459;0.000000
27;2.924750;2.924750;2.924750;2.924750;0.000000
28;2.961208;2.961208;2.961208;2.961208;0.000000
29;2.980625;2.980625;2.980625;2.980625;0.000000
30;3.046500;3.046500;3.046500;3.046500;0.000000
31;2.986000;2.986000;2.986000;2.986000;0.000000
32;3.028500;3.028500;3.028500;3.028500;0.000000
33;2.979875;2.979875;2.979875;2.979875;0.000000
34;3.033084;3.033084;3.033084;3.033084;0.000000
35;2.911750;2.911750;2.911750;2.911750;0.000000
36;2.880250;2.880250;2.880250;2.880250;0.000000
37;2.992667;2.992667;2.992667;2.992667;0.000000
38;2.856292;2.856292;2.856292;2.856292;0.000000
39;3.175292;3.175292;3.175292;3.175292;0.000000
