Size; Duration;Mean;Median;Min;Max
0;116.379875;116.379875;116.379875;116.379875;0.000000
1;59.460083;59.460083;59.460083;59.460083;0.000000
2;33.473750;33.473750;33.473750;33.473750;0.000000
3;25.079625;25.079625;25.079625;25.079625;0.000000
4;16.695458;16.695458;16.695458;16.695458;0.000000
5;7.758208;7.758208;7.758208;7.758208;0.000000
6;12.961541;12.961541;12.961541;12.961541;0.000000
7;3.632500;3.632500;3.632500;3.632500;0.000000
8;3.426333;3.426333;3.426333;3.426333;0.000000
9;1.668417;1.668417;1.668417;1.668417;0.000000
10;1.651375;1.651375;1.651375;1.651375;0.000000
11;1.298000;1.298000;1.298000;1.298000;0.000000
12;1.387542;1.387542;1.387542;1.387542;0.000000
13;1.346792;1.346792;1.346792;1.346792;0.000000
14;1.321500;1.321500;1.321500;1.321500;0.000000
15;1.391791;1.391791;1.391791;1.391791;0.000000
16;1.356583;1.356583;1.356583;1.356583;0.000000
17;1.414833;1.414833;1.414833;1.414833;0.000000
18;1.350084;1.350084;1.350084;1.350084;0.000000
19;1.444041;1.444041;1.444041;1.444041;0.000000
20;1.454625;1.454625;1.454625;1.454625;0.000000
21;1.442250;1.442250;1.442250;1.442250;0.000000
22;1.429208;1.429208;1.429208;1.429208;0.000000
23;1.388333;1.388333;1.388333;1.388333;0.000000
24;1.445666;1.445666;1.445666;1.445666;0.000000
25;1.421750;1.421750;1.421750;1.421750;0.000000
26;1.388000;1.388000;1.388000;1.388000;0.000000
27;1.474916;1.474916;1.474916;1.474916;0.000000
28;1.412875;1.412875;1.412875;1.412875;0.000000
29;1.424083;1.424083;1.424083;1.424083;0.000000
30;1.414625;1.414625;1.414625;1.414625;0.000000
31;1.494084;1.494084;1.494084;1.494084;0.000000
32;1.464750;1.464750;1.464750;1.464750;0.000000
33;1.419292;1.419292;1.419292;1.419292;0.000000
34;1.414459;1.414459;1.414459;1.414459;0.000000
35;1.395458;1.395458;1.395458;1.395458;0.000000
36;1.383584;1.383584;1.383584;1.383584;0.000000
37;1.436125;1.436125;1.436125;1.436125;0.000000
38;1.470000;1.470000;1.470000;1.470000;0.000000
39;1.470084;1.470084;1.470084;1.470084;0.000000
