Size; Duration;Mean;Median;Min;Max
0;13.531834;13.531834;13.531834;13.531834;0.000000
1;12.687333;12.687333;12.687333;12.687333;0.000000
2;12.442250;12.442250;12.442250;12.442250;0.000000
3;11.914917;11.914917;11.914917;11.914917;0.000000
4;11.762500;11.762500;11.762500;11.762500;0.000000
5;11.377042;11.377042;11.377042;11.377042;0.000000
6;10.829125;10.829125;10.829125;10.829125;0.000000
7;10.926083;10.926083;10.926083;10.926083;0.000000
8;10.487041;10.487041;10.487041;10.487041;0.000000
9;10.204541;10.204541;10.204541;10.204541;0.000000
10;9.636375;9.636375;9.636375;9.636375;0.000000
11;9.778000;9.778000;9.778000;9.778000;0.000000
12;9.512500;9.512500;9.512500;9.512500;0.000000
13;9.287041;9.287041;9.287041;9.287041;0.000000
14;9.097750;9.097750;9.097750;9.097750;0.000000
15;8.751417;8.751417;8.751417;8.751417;0.000000
16;8.564791;8.564791;8.564791;8.564791;0.000000
17;8.771041;8.771041;8.771041;8.771041;0.000000
18;8.685500;8.685500;8.685500;8.685500;0.000000
19;8.559750;8.559750;8.559750;8.559750;0.000000
20;8.318250;8.318250;8.318250;8.318250;0.000000
21;8.183416;8.183416;8.183416;8.183416;0.000000
22;8.269292;8.269292;8.269292;8.269292;0.000000
23;8.292667;8.292667;8.292667;8.292667;0.000000
24;8.056542;8.056542;8.056542;8.056542;0.000000
25;7.981584;7.981584;7.981584;7.981584;0.000000
26;8.013500;8.013500;8.013500;8.013500;0.000000
27;7.703958;7.703958;7.703958;7.703958;0.000000
28;8.105292;8.105292;8.105292;8.105292;0.000000
29;8.159583;8.159583;8.159583;8.159583;0.000000
30;7.840208;7.840208;7.840208;7.840208;0.000000
31;7.946625;7.946625;7.946625;7.946625;0.000000
32;7.797042;7.797042;7.797042;7.797042;0.000000
33;7.714583;7.714583;7.714583;7.714583;0.000000
34;8.001166;8.001166;8.001166;8.001166;0.000000
35;8.037834;8.037834;8.037834;8.037834;0.000000
36;7.853542;7.853542;7.853542;7.853542;0.000000
37;7.901459;7.901459;7.901459;7.901459;0.000000
38;7.881083;7.881083;7.881083;7.881083;0.000000
39;8.059459;8.059459;8.059459;8.059459;0.000000
