Size; Duration;Mean;Median;Min;Max
0;1407.908334;1407.908334;1407.908334;1407.908334;0.000000
1;695.951500;695.951500;695.951500;695.951500;0.000000
2;469.540000;469.540000;469.540000;469.540000;0.000000
3;241.401042;241.401042;241.401042;241.401042;0.000000
4;151.781250;151.781250;151.781250;151.781250;0.000000
5;114.924792;114.924792;114.924792;114.924792;0.000000
6;46.774417;46.774417;46.774417;46.774417;0.000000
7;24.640583;24.640583;24.640583;24.640583;0.000000
8;15.533583;15.533583;15.533583;15.533583;0.000000
9;14.034792;14.034792;14.034792;14.034792;0.000000
10;6.150875;6.150875;6.150875;6.150875;0.000000
11;6.379084;6.379084;6.379084;6.379084;0.000000
12;4.359875;4.359875;4.359875;4.359875;0.000000
13;3.594917;3.594917;3.594917;3.594917;0.000000
14;3.171333;3.171333;3.171333;3.171333;0.000000
15;3.544667;3.544667;3.544667;3.544667;0.000000
16;2.946667;2.946667;2.946667;2.946667;0.000000
17;2.947250;2.947250;2.947250;2.947250;0.000000
18;3.080542;3.080542;3.080542;3.080542;0.000000
19;3.196416;3.196416;3.196416;3.196416;0.000000
20;3.042792;3.042792;3.042792;3.042792;0.000000
21;3.077375;3.077375;3.077375;3.077375;0.000000
22;3.188292;3.188292;3.188292;3.188292;0.000000
23;3.157084;3.157084;3.157084;3.157084;0.000000
24;2.981209;2.981209;2.981209;2.981209;0.000000
25;3.079542;3.079542;3.079542;3.079542;0.000000
26;3.066667;3.066667;3.066667;3.066667;0.000000
27;3.078958;3.078958;3.078958;3.078958;0.000000
28;2.970875;2.970875;2.970875;2.970875;0.000000
29;3.038625;3.038625;3.038625;3.038625;0.000000
30;3.067167;3.067167;3.067167;3.067167;0.000000
31;3.143667;3.143667;3.143667;3.143667;0.000000
32;3.003583;3.003583;3.003583;3.003583;0.000000
33;3.083209;3.083209;3.083209;3.083209;0.000000
34;3.055375;3.055375;3.055375;3.055375;0.000000
35;2.934167;2.934167;2.934167;2.934167;0.000000
36;2.997875;2.997875;2.997875;2.997875;0.000000
37;2.995250;2.995250;2.995250;2.995250;0.000000
38;3.030000;3.030000;3.030000;3.030000;0.000000
39;3.181167;3.181167;3.181167;3.181167;0.000000
