Size; Duration;Mean;Median;Min;Max
0;17.108334;17.108334;17.108334;17.108334;0.000000
1;16.368375;16.368375;16.368375;16.368375;0.000000
2;16.045875;16.045875;16.045875;16.045875;0.000000
3;15.343792;15.343792;15.343792;15.343792;0.000000
4;14.794042;14.794042;14.794042;14.794042;0.000000
5;14.543208;14.543208;14.543208;14.543208;0.000000
6;13.927708;13.927708;13.927708;13.927708;0.000000
7;14.348292;14.348292;14.348292;14.348292;0.000000
8;13.481625;13.481625;13.481625;13.481625;0.000000
9;13.114875;13.114875;13.114875;13.114875;0.000000
10;12.257416;12.257416;12.257416;12.257416;0.000000
11;12.404500;12.404500;12.404500;12.404500;0.000000
12;12.350208;12.350208;12.350208;12.350208;0.000000
13;12.976292;12.976292;12.976292;12.976292;0.000000
14;12.169958;12.169958;12.169958;12.169958;0.000000
15;12.281791;12.281791;12.281791;12.281791;0.000000
16;12.309375;12.309375;12.309375;12.309375;0.000000
17;11.948958;11.948958;11.948958;11.948958;0.000000
18;15.158250;15.158250;15.158250;15.158250;0.000000
19;12.105500;12.105500;12.105500;12.105500;0.000000
20;11.333125;11.333125;11.333125;11.333125;0.000000
21;11.737708;11.737708;11.737708;11.737708;0.000000
22;10.997791;10.997791;10.997791;10.997791;0.000000
23;11.388250;11.388250;11.388250;11.388250;0.000000
24;10.841625;10.841625;10.841625;10.841625;0.000000
25;10.983542;10.983542;10.983542;10.983542;0.000000
26;11.034625;11.034625;11.034625;11.034625;0.000000
27;11.064125;11.064125;11.064125;11.064125;0.000000
28;10.921000;10.921000;10.921000;10.921000;0.000000
29;11.193834;11.193834;11.193834;11.193834;0.000000
30;10.953625;10.953625;10.953625;10.953625;0.000000
31;11.036292;11.036292;11.036292;11.036292;0.000000
32;11.258500;11.258500;11.258500;11.258500;0.000000
33;10.977375;10.977375;10.977375;10.977375;0.000000
34;10.897000;10.897000;10.897000;10.897000;0.000000
35;10.357416;10.357416;10.357416;10.357416;0.000000
36;10.638666;10.638666;10.638666;10.638666;0.000000
37;10.733167;10.733167;10.733167;10.733167;0.000000
38;10.394291;10.394291;10.394291;10.394291;0.000000
39;10.499666;10.499666;10.499666;10.499666;0.000000
