Size; Duration;Mean;Median;Min;Max
0;11800.776167;11800.776167;11800.776167;11800.776167;0.000000
1;8797.884542;8797.884542;8797.884542;8797.884542;0.000000
2;3940.808291;3940.808291;3940.808291;3940.808291;0.000000
3;2199.410333;2199.410333;2199.410333;2199.410333;0.000000
4;1494.635291;1494.635291;1494.635291;1494.635291;0.000000
5;1200.527750;1200.527750;1200.527750;1200.527750;0.000000
6;583.285375;583.285375;583.285375;583.285375;0.000000
7;284.813125;284.813125;284.813125;284.813125;0.000000
8;165.145041;165.145041;165.145041;165.145041;0.000000
9;134.696125;134.696125;134.696125;134.696125;0.000000
10;58.196458;58.196458;58.196458;58.196458;0.000000
11;31.255167;31.255167;31.255167;31.255167;0.000000
12;29.573334;29.573334;29.573334;29.573334;0.000000
13;15.840667;15.840667;15.840667;15.840667;0.000000
14;14.291875;14.291875;14.291875;14.291875;0.000000
15;10.603459;10.603459;10.603459;10.603459;0.000000
16;10.076625;10.076625;10.076625;10.076625;0.000000
17;10.313666;10.313666;10.313666;10.313666;0.000000
18;9.281958;9.281958;9.281958;9.281958;0.000000
19;9.429667;9.429667;9.429667;9.429667;0.000000
20;9.169333;9.169333;9.169333;9.169333;0.000000
21;9.544125;9.544125;9.544125;9.544125;0.000000
22;9.344042;9.344042;9.344042;9.344042;0.000000
23;9.225750;9.225750;9.225750;9.225750;0.000000
24;9.013250;9.013250;9.013250;9.013250;0.000000
25;8.964917;8.964917;8.964917;8.964917;0.000000
26;9.164042;9.164042;9.164042;9.164042;0.000000
27;9.249333;9.249333;9.249333;9.249333;0.000000
28;9.038875;9.038875;9.038875;9.038875;0.000000
29;9.653834;9.653834;9.653834;9.653834;0.000000
30;9.463041;9.463041;9.463041;9.463041;0.000000
31;9.022541;9.022541;9.022541;9.022541;0.000000
32;9.601875;9.601875;9.601875;9.601875;0.000000
33;9.440416;9.440416;9.440416;9.440416;0.000000
34;8.854417;8.854417;8.854417;8.854417;0.000000
35;9.643750;9.643750;9.643750;9.643750;0.000000
36;9.459959;9.459959;9.459959;9.459959;0.000000
37;9.124709;9.124709;9.124709;9.124709;0.000000
38;9.131083;9.131083;9.131083;9.131083;0.000000
39;8.865083;8.865083;8.865083;8.865083;0.000000
