Size; Duration;Mean;Median;Min;Max
0;16591.682167;16591.682167;16591.682167;16591.682167;0.000000
1;15184.061625;15184.061625;15184.061625;15184.061625;0.000000
2;4949.303792;4949.303792;4949.303792;4949.303792;0.000000
3;2743.373750;2743.373750;2743.373750;2743.373750;0.000000
4;1613.769750;1613.769750;1613.769750;1613.769750;0.000000
5;978.817250;978.817250;978.817250;978.817250;0.000000
6;1164.998917;1164.998917;1164.998917;1164.998917;0.000000
7;339.831292;339.831292;339.831292;339.831292;0.000000
8;237.275709;237.275709;237.275709;237.275709;0.000000
9;127.607458;127.607458;127.607458;127.607458;0.000000
10;68.398458;68.398458;68.398458;68.398458;0.000000
11;41.023541;41.023541;41.023541;41.023541;0.000000
12;25.218250;25.218250;25.218250;25.218250;0.000000
13;16.653333;16.653333;16.653333;16.653333;0.000000
14;16.638083;16.638083;16.638083;16.638083;0.000000
15;11.893459;11.893459;11.893459;11.893459;0.000000
16;11.293208;11.293208;11.293208;11.293208;0.000000
17;11.707917;11.707917;11.707917;11.707917;0.000000
18;10.643541;10.643541;10.643541;10.643541;0.000000
19;10.768458;10.768458;10.768458;10.768458;0.000000
20;10.880042;10.880042;10.880042;10.880042;0.000000
21;11.113083;11.113083;11.113083;11.113083;0.000000
22;10.774166;10.774166;10.774166;10.774166;0.000000
23;11.136917;11.136917;11.136917;11.136917;0.000000
24;11.123916;11.123916;11.123916;11.123916;0.000000
25;10.924792;10.924792;10.924792;10.924792;0.000000
26;11.139917;11.139917;11.139917;11.139917;0.000000
27;10.601125;10.601125;10.601125;10.601125;0.000000
28;10.914500;10.914500;10.914500;10.914500;0.000000
29;10.736250;10.736250;10.736250;10.736250;0.000000
30;10.559000;10.559000;10.559000;10.559000;0.000000
31;10.963250;10.963250;10.963250;10.963250;0.000000
32;10.799709;10.799709;10.799709;10.799709;0.000000
33;10.933667;10.933667;10.933667;10.933667;0.000000
34;10.263750;10.263750;10.263750;10.263750;0.000000
35;10.795333;10.795333;10.795333;10.795333;0.000000
36;10.671208;10.671208;10.671208;10.671208;0.000000
37;11.127042;11.127042;11.127042;11.127042;0.000000
38;11.119000;11.119000;11.119000;11.119000;0.000000
39;10.512625;10.512625;10.512625;10.512625;0.000000
