Size; Duration;Mean;Median;Min;Max
0;9.512167;9.512167;9.512167;9.512167;0.000000
1;9.171458;9.171458;9.171458;9.171458;0.000000
2;8.642917;8.642917;8.642917;8.642917;0.000000
3;8.945125;8.945125;8.945125;8.945125;0.000000
4;9.004750;9.004750;9.004750;9.004750;0.000000
5;8.189667;8.189667;8.189667;8.189667;0.000000
6;7.697458;7.697458;7.697458;7.697458;0.000000
7;7.631042;7.631042;7.631042;7.631042;0.000000
8;7.581500;7.581500;7.581500;7.581500;0.000000
9;7.156542;7.156542;7.156542;7.156542;0.000000
10;7.115875;7.115875;7.115875;7.115875;0.000000
11;6.982291;6.982291;6.982291;6.982291;0.000000
12;6.879291;6.879291;6.879291;6.879291;0.000000
13;6.855417;6.855417;6.855417;6.855417;0.000000
14;6.742250;6.742250;6.742250;6.742250;0.000000
15;6.621125;6.621125;6.621125;6.621125;0.000000
16;6.279041;6.279041;6.279041;6.279041;0.000000
17;6.324541;6.324541;6.324541;6.324541;0.000000
18;6.358541;6.358541;6.358541;6.358541;0.000000
19;6.197000;6.197000;6.197000;6.197000;0.000000
20;5.781291;5.781291;5.781291;5.781291;0.000000
21;5.994750;5.994750;5.994750;5.994750;0.000000
22;6.181833;6.181833;6.181833;6.181833;0.000000
23;6.119875;6.119875;6.119875;6.119875;0.000000
24;5.815750;5.815750;5.815750;5.815750;0.000000
25;5.801375;5.801375;5.801375;5.801375;0.000000
26;5.466083;5.466083;5.466083;5.466083;0.000000
27;5.507625;5.507625;5.507625;5.507625;0.000000
28;5.837833;5.837833;5.837833;5.837833;0.000000
29;5.668916;5.668916;5.668916;5.668916;0.000000
30;5.781042;5.781042;5.781042;5.781042;0.000000
31;5.871250;5.871250;5.871250;5.871250;0.000000
32;5.845958;5.845958;5.845958;5.845958;0.000000
33;5.627750;5.627750;5.627750;5.627750;0.000000
34;5.629917;5.629917;5.629917;5.629917;0.000000
35;5.999750;5.999750;5.999750;5.999750;0.000000
36;5.659334;5.659334;5.659334;5.659334;0.000000
37;5.833416;5.833416;5.833416;5.833416;0.000000
38;5.631417;5.631417;5.631417;5.631417;0.000000
39;5.712709;5.712709;5.712709;5.712709;0.000000
