Size; Duration;Mean;Median;Min;Max
0;64.727333;64.727333;64.727333;64.727333;0.000000
1;22.577291;22.577291;22.577291;22.577291;0.000000
2;21.775958;21.775958;21.775958;21.775958;0.000000
3;6.497709;6.497709;6.497709;6.497709;0.000000
4;2.077667;2.077667;2.077667;2.077667;0.000000
5;1.015791;1.015791;1.015791;1.015791;0.000000
6;0.828584;0.828584;0.828584;0.828584;0.000000
7;0.791834;0.791834;0.791834;0.791834;0.000000
8;0.679750;0.679750;0.679750;0.679750;0.000000
9;0.627083;0.627083;0.627083;0.627083;0.000000
10;0.648625;0.648625;0.648625;0.648625;0.000000
11;0.627542;0.627542;0.627542;0.627542;0.000000
12;0.647250;0.647250;0.647250;0.647250;0.000000
13;0.624708;0.624708;0.624708;0.624708;0.000000
14;0.414167;0.414167;0.414167;0.414167;0.000000
15;0.412834;0.412834;0.412834;0.412834;0.000000
16;0.405875;0.405875;0.405875;0.405875;0.000000
17;0.415834;0.415834;0.415834;0.415834;0.000000
18;0.423959;0.423959;0.423959;0.423959;0.000000
19;0.428292;0.428292;0.428292;0.428292;0.000000
20;0.505708;0.505708;0.505708;0.505708;0.000000
21;0.427834;0.427834;0.427834;0.427834;0.000000
22;0.419833;0.419833;0.419833;0.419833;0.000000
23;0.416458;0.416458;0.416458;0.416458;0.000000
24;0.413375;0.413375;0.413375;0.413375;0.000000
25;0.424000;0.424000;0.424000;0.424000;0.000000
26;0.407708;0.407708;0.407708;0.407708;0.000000
27;0.411042;0.411042;0.411042;0.411042;0.000000
28;0.412166;0.412166;0.412166;0.412166;0.000000
29;0.404125;0.404125;0.404125;0.404125;0.000000
30;0.431167;0.431167;0.431167;0.431167;0.000000
31;0.423291;0.423291;0.423291;0.423291;0.000000
32;0.421916;0.421916;0.421916;0.421916;0.000000
33;0.434625;0.434625;0.434625;0.434625;0.000000
34;0.407250;0.407250;0.407250;0.407250;0.000000
35;0.417000;0.417000;0.417000;0.417000;0.000000
36;0.416208;0.416208;0.416208;0.416208;0.000000
37;0.405583;0.405583;0.405583;0.405583;0.000000
38;0.396834;0.396834;0.396834;0.396834;0.000000
39;0.406500;0.406500;0.406500;0.406500;0.000000
