Size; Duration;Mean;Median;Min;Max
0;4.019917;4.019917;4.019917;4.019917;0.000000
1;3.799500;3.799500;3.799500;3.799500;0.000000
2;3.680459;3.680459;3.680459;3.680459;0.000000
3;3.705084;3.705084;3.705084;3.705084;0.000000
4;3.631875;3.631875;3.631875;3.631875;0.000000
5;3.602291;3.602291;3.602291;3.602291;0.000000
6;3.319250;3.319250;3.319250;3.319250;0.000000
7;3.314666;3.314666;3.314666;3.314666;0.000000
8;3.252958;3.252958;3.252958;3.252958;0.000000
9;3.176709;3.176709;3.176709;3.176709;0.000000
10;3.029500;3.029500;3.029500;3.029500;0.000000
11;2.925458;2.925458;2.925458;2.925458;0.000000
12;2.823500;2.823500;2.823500;2.823500;0.000000
13;2.852042;2.852042;2.852042;2.852042;0.000000
14;2.818917;2.818917;2.818917;2.818917;0.000000
15;2.678916;2.678916;2.678916;2.678916;0.000000
16;2.657125;2.657125;2.657125;2.657125;0.000000
17;2.665833;2.665833;2.665833;2.665833;0.000000
18;2.613916;2.613916;2.613916;2.613916;0.000000
19;2.701083;2.701083;2.701083;2.701083;0.000000
20;2.720792;2.720792;2.720792;2.720792;0.000000
21;2.618292;2.618292;2.618292;2.618292;0.000000
22;2.481166;2.481166;2.481166;2.481166;0.000000
23;2.491000;2.491000;2.491000;2.491000;0.000000
24;2.408834;2.408834;2.408834;2.408834;0.000000
25;2.470542;2.470542;2.470542;2.470542;0.000000
26;2.454458;2.454458;2.454458;2.454458;0.000000
27;2.452042;2.452042;2.452042;2.452042;0.000000
28;2.472125;2.472125;2.472125;2.472125;0.000000
29;2.386333;2.386333;2.386333;2.386333;0.000000
30;2.411084;2.411084;2.411084;2.411084;0.000000
31;2.428250;2.428250;2.428250;2.428250;0.000000
32;2.425500;2.425500;2.425500;2.425500;0.000000
33;2.382042;2.382042;2.382042;2.382042;0.000000
34;2.479458;2.479458;2.479458;2.479458;0.000000
35;2.427666;2.427666;2.427666;2.427666;0.000000
36;2.577291;2.577291;2.577291;2.577291;0.000000
37;2.499833;2.499833;2.499833;2.499833;0.000000
38;2.550208;2.550208;2.550208;2.550208;0.000000
39;2.470875;2.470875;2.470875;2.470875;0.000000
