Size; Duration;Mean;Median;Min;Max
0;10.577708;10.577708;10.577708;10.577708;0.000000
1;9.881083;9.881083;9.881083;9.881083;0.000000
2;9.708375;9.708375;9.708375;9.708375;0.000000
3;9.511500;9.511500;9.511500;9.511500;0.000000
4;8.996500;8.996500;8.996500;8.996500;0.000000
5;8.961084;8.961084;8.961084;8.961084;0.000000
6;8.595125;8.595125;8.595125;8.595125;0.000000
7;8.536958;8.536958;8.536958;8.536958;0.000000
8;8.392041;8.392041;8.392041;8.392041;0.000000
9;8.208500;8.208500;8.208500;8.208500;0.000000
10;7.850333;7.850333;7.850333;7.850333;0.000000
11;7.621042;7.621042;7.621042;7.621042;0.000000
12;7.535083;7.535083;7.535083;7.535083;0.000000
13;7.166417;7.166417;7.166417;7.166417;0.000000
14;7.228166;7.228166;7.228166;7.228166;0.000000
15;7.094209;7.094209;7.094209;7.094209;0.000000
16;6.906000;6.906000;6.906000;6.906000;0.000000
17;7.130708;7.130708;7.130708;7.130708;0.000000
18;6.798834;6.798834;6.798834;6.798834;0.000000
19;6.749208;6.749208;6.749208;6.749208;0.000000
20;6.398542;6.398542;6.398542;6.398542;0.000000
21;6.523250;6.523250;6.523250;6.523250;0.000000
22;6.308041;6.308041;6.308041;6.308041;0.000000
23;6.677917;6.677917;6.677917;6.677917;0.000000
24;6.401083;6.401083;6.401083;6.401083;0.000000
25;6.148125;6.148125;6.148125;6.148125;0.000000
26;6.225416;6.225416;6.225416;6.225416;0.000000
27;6.300291;6.300291;6.300291;6.300291;0.000000
28;6.169375;6.169375;6.169375;6.169375;0.000000
29;6.206500;6.206500;6.206500;6.206500;0.000000
30;6.325750;6.325750;6.325750;6.325750;0.000000
31;6.236000;6.236000;6.236000;6.236000;0.000000
32;6.569750;6.569750;6.569750;6.569750;0.000000
33;6.648875;6.648875;6.648875;6.648875;0.000000
34;6.533750;6.533750;6.533750;6.533750;0.000000
35;6.214333;6.214333;6.214333;6.214333;0.000000
36;6.248542;6.248542;6.248542;6.248542;0.000000
37;6.236208;6.236208;6.236208;6.236208;0.000000
38;6.121875;6.121875;6.121875;6.121875;0.000000
39;5.919459;5.919459;5.919459;5.919459;0.000000
