Size; Duration;Mean;Median;Min;Max
0;3.169500;3.169500;3.169500;3.169500;0.000000
1;3.052750;3.052750;3.052750;3.052750;0.000000
2;2.911417;2.911417;2.911417;2.911417;0.000000
3;2.838750;2.838750;2.838750;2.838750;0.000000
4;2.700916;2.700916;2.700916;2.700916;0.000000
5;2.708625;2.708625;2.708625;2.708625;0.000000
6;2.595208;2.595208;2.595208;2.595208;0.000000
7;2.600166;2.600166;2.600166;2.600166;0.000000
8;2.470084;2.470084;2.470084;2.470084;0.000000
9;2.434917;2.434917;2.434917;2.434917;0.000000
10;2.366583;2.366583;2.366583;2.366583;0.000000
11;2.325416;2.325416;2.325416;2.325416;0.000000
12;2.269375;2.269375;2.269375;2.269375;0.000000
13;2.307583;2.307583;2.307583;2.307583;0.000000
14;2.247209;2.247209;2.247209;2.247209;0.000000
15;2.146708;2.146708;2.146708;2.146708;0.000000
16;2.189958;2.189958;2.189958;2.189958;0.000000
17;2.046459;2.046459;2.046459;2.046459;0.000000
18;2.019667;2.019667;2.019667;2.019667;0.000000
19;2.030833;2.030833;2.030833;2.030833;0.000000
20;2.049333;2.049333;2.049333;2.049333;0.000000
21;1.997125;1.997125;1.997125;1.997125;0.000000
22;1.913375;1.913375;1.913375;1.913375;0.000000
23;1.844875;1.844875;1.844875;1.844875;0.000000
24;1.909292;1.909292;1.909292;1.909292;0.000000
25;1.992417;1.992417;1.992417;1.992417;0.000000
26;1.929792;1.929792;1.929792;1.929792;0.000000
27;1.914250;1.914250;1.914250;1.914250;0.000000
28;1.894833;1.894833;1.894833;1.894833;0.000000
29;1.961208;1.961208;1.961208;1.961208;0.000000
30;1.957291;1.957291;1.957291;1.957291;0.000000
31;1.916000;1.916000;1.916000;1.916000;0.000000
32;1.875667;1.875667;1.875667;1.875667;0.000000
33;1.928792;1.928792;1.928792;1.928792;0.000000
34;1.882625;1.882625;1.882625;1.882625;0.000000
35;1.894792;1.894792;1.894792;1.894792;0.000000
36;1.916791;1.916791;1.916791;1.916791;0.000000
37;1.910334;1.910334;1.910334;1.910334;0.000000
38;1.877583;1.877583;1.877583;1.877583;0.000000
39;1.892042;1.892042;1.892042;1.892042;0.000000
