size; duration; mean; reps
100;15.462793;1.546279;10
600;113.012375;11.301237;10
1100;373.31094;37.331097;10
1600;921.118;92.11179;10
2100;1579.0682;157.90683;10
2600;2298.9253;229.89255;10
3100;3022.445;302.24448;10
3600;5092.852;509.2852;10
4100;5685.3125;568.53125;10
4600;7478.1216;747.81213;10
