size,duration,mean,reps
3900;0.023931;2.3e-05;1000
4000;0.024048;2.4e-05;1000
4100;0.024517;2.4e-05;1000
4200;0.027832;2.7e-05;1000
4300;0.025548;2.5e-05;1000
4400;0.031207;3.1e-05;1000
4500;0.025916;2.5e-05;1000
4600;0.027012;2.7e-05;1000
4800;0.024079;2.4e-05;1000
4900;0.017337;1.7e-05;1000
5000;0.0216;2.1e-05;1000
5100;0.01979;1.9e-05;1000
5200;0.023087;2.3e-05;1000
5300;0.025715;2.5e-05;1000
5400;0.02592;2.5e-05;1000
5600;0.034792;3.4e-05;1000
5700;0.026928;2.6e-05;1000
5800;0.024788;2.4e-05;1000
5900;0.026888;2.6e-05;1000
6100;0.025782;2.5e-05;1000
6200;0.025007;2.5e-05;1000
6300;0.02362;2.3e-05;1000
6400;0.019667;1.9e-05;1000
6500;0.02345;2.3e-05;1000
6600;0.01983;1.9e-05;1000
6700;0.02191;2.1e-05;1000
6800;0.025545;2.5e-05;1000
7100;0.02826;2.8e-05;1000
7300;0.029045;2.9e-05;1000
7400;0.021168;2.1e-05;1000
7500;0.024217;2.4e-05;1000
7600;0.020491;2e-05;1000
7700;0.018796;1.8e-05;1000
7800;0.028545;2.8e-05;1000
7900;0.027292;2.7e-05;1000
8200;0.023282;2.3e-05;1000
8300;0.025595;2.5e-05;1000
8500;0.025555;2.5e-05;1000
8600;0.021569;2.1e-05;1000
8700;0.020295;2e-05;1000
8800;0.019347;1.9e-05;1000
8900;0.023216;2.3e-05;1000
9000;0.020319;2e-05;1000
9100;0.026509;2.6e-05;1000
9300;0.027493;2.7e-05;1000
9500;0.031169;3.1e-05;1000
9600;0.022819;2.2e-05;1000
9700;0.020694;2e-05;1000
9800;0.018807;1.8e-05;1000
9900;0.019128;1.9e-05;1000
10000;0.022306;2.2e-05;1000
10100;0.024991;2.4e-05;1000
10200;0.022824;2.2e-05;1000
10300;0.031285;3.1e-05;1000
10400;0.026545;2.6e-05;1000
10500;0.023029;2.3e-05;1000
10600;0.026744;2.6e-05;1000
10800;0.03075;3e-05;1000
10900;0.022787;2.2e-05;1000
11000;0.022074;2.2e-05;1000
11100;0.023039;2.3e-05;1000
11200;0.029329;2.9e-05;1000
11300;0.030504;3e-05;1000
11700;0.021795;2.1e-05;1000
11900;0.026999;2.6e-05;1000
12000;0.027583;2.7e-05;1000
12400;0.027877;2.7e-05;1000
12500;0.028631;2.8e-05;1000
12900;0.023508;2.3e-05;1000
13200;0.029501;2.9e-05;1000
13700;0.031421;3.1e-05;1000
13900;0.020016;2e-05;1000
14200;0.022534;2.2e-05;1000
14300;0.030998;3e-05;1000
14500;0.021538;2.1e-05;1000
14600;0.024546;2.4e-05;1000
14700;0.024406;2.4e-05;1000
14800;0.022595;2.2e-05;1000
14900;0.027705;2.7e-05;1000
15300;0.022196;2.2e-05;1000
15500;0.023377;2.3e-05;1000
15600;0.027905;2.7e-05;1000
16000;0.022968;2.2e-05;1000
16100;0.021958;2.1e-05;1000
16200;0.024845;2.4e-05;1000
16300;0.018792;1.8e-05;1000
16800;0.020969;2e-05;1000
16900;0.02141;2.1e-05;1000
17000;0.033997;3.3e-05;1000
17100;0.027714;2.7e-05;1000
17200;0.025925;2.5e-05;1000
17500;0.021685;2.1e-05;1000
17600;0.026584;2.6e-05;1000
17700;0.023358;2.3e-05;1000
17800;0.025579;2.5e-05;1000
17900;0.031035;3.1e-05;1000
18200;0.021747;2.1e-05;1000
18300;0.022335;2.2e-05;1000
18400;0.022201;2.2e-05;1000
18500;0.029248;2.9e-05;1000
18600;0.023488;2.3e-05;1000
18700;0.032588;3.2e-05;1000
18900;0.02687;2.6e-05;1000
19000;0.032417;3.2e-05;1000
19600;0.031419;3.1e-05;1000
19700;0.025717;2.5e-05;1000
20200;0.029657;2.9e-05;1000
20300;0.033135;3.3e-05;1000
21600;0.030796;3e-05;1000
22000;0.031814;3.1e-05;1000
22100;0.029873;2.9e-05;1000
22200;0.032166;3.2e-05;1000
22300;0.033622;3.3e-05;1000
22600;0.024492;2.4e-05;1000
22700;0.027042;2.7e-05;1000
22800;0.034962;3.4e-05;1000
22900;0.026657;2.6e-05;1000
23100;0.025668;2.5e-05;1000
23400;0.025632;2.5e-05;1000
23600;0.031174;3.1e-05;1000
23700;0.028129;2.8e-05;1000
23900;0.031536;3.1e-05;1000
24000;0.026787;2.6e-05;1000
24400;0.030465;3e-05;1000
24500;0.032285;3.2e-05;1000
24600;0.023818;2.3e-05;1000
24700;0.022614;2.2e-05;1000
24800;0.030637;3e-05;1000
24900;0.027;2.7e-05;1000
25200;0.029768;2.9e-05;1000
25300;0.025502;2.5e-05;1000
25400;0.033725;3.3e-05;1000
25600;0.031904;3.1e-05;1000
25900;0.026751;2.6e-05;1000
26400;0.03484;3.4e-05;1000
26500;0.023423;2.3e-05;1000
26900;0.034249;3.4e-05;1000
27300;0.030629;3e-05;1000
27400;0.029131;2.9e-05;1000
27500;0.034755;3.4e-05;1000
27600;0.028024;2.8e-05;1000
27700;0.031046;3.1e-05;1000
28000;0.028205;2.8e-05;1000
28100;0.02939;2.9e-05;1000
28200;0.034479;3.4e-05;1000
28300;0.026163;2.6e-05;1000
28400;0.029615;2.9e-05;1000
28500;0.033379;3.3e-05;1000
28600;0.026456;2.6e-05;1000
28800;0.028089;2.8e-05;1000
29000;0.024712;2.4e-05;1000
29100;0.02546;2.5e-05;1000
29300;0.025005;2.5e-05;1000
29400;0.024682;2.4e-05;1000
29600;0.032576;3.2e-05;1000
29700;0.031212;3.1e-05;1000
29800;0.027763;2.7e-05;1000
29900;0.023415;2.3e-05;1000
30000;0.025909;2.5e-05;1000
30200;0.026045;2.6e-05;1000
30400;0.029335;2.9e-05;1000
30500;0.033824;3.3e-05;1000
31100;0.032723;3.2e-05;1000
31300;0.02977;2.9e-05;1000
31600;0.028996;2.8e-05;1000
31700;0.028891;2.8e-05;1000
31900;0.027051;2.7e-05;1000
32100;0.030049;3e-05;1000
32300;0.022922;2.2e-05;1000
32400;0.024455;2.4e-05;1000
32500;0.033177;3.3e-05;1000
32600;0.029092;2.9e-05;1000
32900;0.025493;2.5e-05;1000
33300;0.026765;2.6e-05;1000
33400;0.023631;2.3e-05;1000
33500;0.024583;2.4e-05;1000
