size; duration; mean; reps
866000;0.387593;3.87E-4;1000
867000;0.249952;2.49E-4;1000
868000;0.225583;2.25E-4;1000
869000;0.216671;2.16E-4;1000
870000;0.230678;2.3E-4;1000
871000;0.217974;2.17E-4;1000
872000;0.225118;2.25E-4;1000
873000;1.40337;0.001403;1000
874000;0.237059;2.37E-4;1000
875000;0.225504;2.25E-4;1000
876000;0.237876;2.37E-4;1000
877000;0.216574;2.16E-4;1000
878000;0.204991;2.04E-4;1000
879000;0.196681;1.96E-4;1000
880000;0.212457;2.12E-4;1000
881000;0.328169;3.28E-4;1000
882000;0.309917;3.09E-4;1000
883000;0.237577;2.37E-4;1000
884000;0.205634;2.05E-4;1000
885000;0.213557;2.13E-4;1000
886000;0.22186;2.21E-4;1000
887000;0.224997;2.24E-4;1000
888000;0.212247;2.12E-4;1000
889000;0.236736;2.36E-4;1000
890000;0.220533;2.2E-4;1000
891000;0.232662;2.32E-4;1000
892000;0.387327;3.87E-4;1000
893000;0.226822;2.26E-4;1000
894000;0.233783;2.33E-4;1000
895000;0.215913;2.15E-4;1000
896000;0.225275;2.25E-4;1000
897000;0.204165;2.04E-4;1000
898000;0.270912;2.7E-4;1000
899000;0.203245;2.03E-4;1000
900000;0.268121;2.68E-4;1000
901000;0.229139;2.29E-4;1000
902000;0.229375;2.29E-4;1000
903000;0.240081;2.4E-4;1000
904000;0.940162;9.4E-4;1000
905000;0.230537;2.3E-4;1000
906000;0.223754;2.23E-4;1000
907000;0.210049;2.1E-4;1000
908000;0.224862;2.24E-4;1000
909000;0.222671;2.22E-4;1000
910000;0.212549;2.12E-4;1000
911000;0.233087;2.33E-4;1000
912000;0.224564;2.24E-4;1000
913000;0.213738;2.13E-4;1000
914000;0.206768;2.06E-4;1000
915000;0.218078;2.18E-4;1000
916000;0.44996;4.49E-4;1000
917000;0.227417;2.27E-4;1000
918000;0.253165;2.53E-4;1000
919000;0.27136;2.71E-4;1000
920000;0.282786;2.82E-4;1000
921000;0.254346;2.54E-4;1000
922000;0.224943;2.24E-4;1000
923000;0.246803;2.46E-4;1000
924000;0.241787;2.41E-4;1000
925000;0.234034;2.34E-4;1000
926000;0.530501;5.3E-4;1000
927000;0.229537;2.29E-4;1000
928000;0.303852;3.03E-4;1000
929000;0.374368;3.74E-4;1000
930000;0.409776;4.09E-4;1000
931000;0.485693;4.85E-4;1000
932000;0.571092;5.71E-4;1000
933000;0.221944;2.21E-4;1000
934000;0.219293;2.19E-4;1000
935000;0.253123;2.53E-4;1000
936000;0.227717;2.27E-4;1000
937000;0.461115;4.61E-4;1000
938000;0.230136;2.3E-4;1000
939000;0.249762;2.49E-4;1000
940000;0.382251;3.82E-4;1000
941000;0.212925;2.12E-4;1000
942000;0.216383;2.16E-4;1000
943000;0.209832;2.09E-4;1000
944000;0.32997;3.29E-4;1000
945000;0.511305;5.11E-4;1000
946000;0.224586;2.24E-4;1000
947000;0.219265;2.19E-4;1000
948000;0.208247;2.08E-4;1000
949000;0.221432;2.21E-4;1000
950000;0.208392;2.08E-4;1000
951000;0.627677;6.27E-4;1000
952000;0.244488;2.44E-4;1000
