Size; Duration;Mean;Median;Min;Max
0;1474.315040; 14.743150; 0.284291; 1446.050458; 1438.517969
1;1337.247253; 13.372472; 0.319625; 883.710583; 941.882969
2;992.466083; 9.924660; 0.337667; 463.284458; 605.898996
3;748.907706; 7.489077; 0.405292; 238.611041; 354.101325
4;705.171543; 7.051715; 0.396166; 207.440166; 334.214195
5;591.448043; 5.914480; 0.401292; 255.187041; 306.053146
6;454.953087; 4.549530; 0.434166; 133.699167; 182.974125
7;422.981584; 4.229815; 0.450500; 129.583417; 174.030720
8;350.424203; 3.504242; 0.507333; 137.154125; 148.961295
9;264.114787; 2.641147; 0.535166; 38.596375; 69.649994
10;376.546001; 3.765460; 0.563417; 117.747583; 159.685579
11;232.591667; 2.325916; 0.691416; 60.767500; 62.275908
12;252.187046; 2.521870; 0.707042; 85.791917; 87.176590
13;220.695210; 2.206952; 0.878084; 41.584083; 46.077645
14;183.723327; 1.837233; 0.904750; 21.493125; 25.875826
15;206.987005; 2.069870; 0.985917; 13.905542; 21.130657
16;199.833163; 1.998331; 1.199250; 9.435208; 15.724293
17;196.175913; 1.961759; 1.241083; 6.538167; 9.766285
18;197.426876; 1.974268; 1.117583; 7.659459; 9.964552
19;215.887296; 2.158872; 1.415292; 7.599375; 11.942550
20;211.251913; 2.112519; 1.440291; 11.325625; 12.950429
21;221.592755; 2.215927; 1.404833; 16.261166; 17.751478
22;217.284747; 2.172847; 1.465458; 7.693167; 9.788893
23;222.649751; 2.226497; 1.457417; 7.458375; 10.066537
24;223.335537; 2.233355; 1.475292; 4.714791; 7.178774
25;234.130667; 2.341306; 1.452250; 17.046333; 16.821373
26;224.068121; 2.240681; 1.348667; 7.582708; 7.773678
27;225.575419; 2.255754; 1.460958; 5.495375; 6.573559
28;229.552336; 2.295523; 1.473417; 5.621583; 6.714524
29;236.025961; 2.360259; 1.545375; 10.370709; 10.562599
30;231.845167; 2.318451; 1.537375; 4.477875; 5.572186
31;245.649667; 2.456496; 1.330042; 5.287916; 7.748667
32;234.072999; 2.340729; 1.327875; 4.922625; 5.937299
33;238.070748; 2.380707; 1.486625; 4.438625; 5.550202
34;231.610415; 2.316104; 1.627875; 5.050125; 5.232737
35;240.228669; 2.402286; 1.579417; 5.045042; 6.087722
36;241.056457; 2.410564; 1.543583; 5.894208; 5.862097
37;243.485332; 2.434853; 1.630458; 4.970500; 5.943575
38;245.065457; 2.450654; 1.544209; 6.062000; 6.357929
39;245.100211; 2.451002; 1.695000; 6.296166; 6.344005
40;247.193040; 2.471930; 1.629417; 5.351167; 6.203798
