Size;Result;Duration;Mean;Median;Min;Max
0;0;5968.842582; 59.688425; 0.466000; 5922.401333; 5892.248171
1;1;5200.862369; 52.008623; 0.568542; 3442.333083; 3691.493925
2;2;5242.663625; 52.426636; 0.651750; 4410.658375; 4421.564485
3;3;3747.188548; 37.471885; 0.830417; 1756.106708; 2324.097075
4;4;3090.262086; 30.902620; 0.884041; 1207.557083; 1591.421813
5;5;1930.459460; 19.304594; 0.924792; 661.841583; 884.924135
6;6;1771.077958; 17.710779; 0.858375; 785.998167; 876.195306
7;7;1472.277911; 14.722779; 0.966666; 574.030667; 684.375179
8;8;1052.322210; 10.523222; 1.066500; 264.878291; 365.268423
9;9;1030.718547; 10.307185; 1.223667; 263.298417; 381.408573
10;10;1192.308957; 11.923089; 1.120417; 528.309666; 584.148717
11;11;943.385334; 9.433853; 1.269333; 400.156250; 433.362328
12;12;765.485999; 7.654859; 1.360792; 212.016167; 283.429756
13;13;634.815038; 6.348150; 1.664083; 153.553791; 184.780980
14;14;558.338625; 5.583386; 1.796208; 123.296791; 146.842339
15;15;626.143625; 6.261436; 2.021459; 113.536666; 151.282255
16;16;465.747088; 4.657470; 2.036000; 45.201708; 62.829154
17;17;550.702838; 5.507028; 2.360416; 55.165875; 82.199030
18;18;468.324964; 4.683249; 2.576667; 34.812208; 46.023799
19;19;573.951213; 5.739512; 2.425250; 105.272583; 105.995867
20;20;495.592998; 4.955929; 2.605583; 29.477750; 42.829976
21;21;475.445915; 4.754459; 2.983250; 15.450917; 26.427190
22;22;480.233666; 4.802336; 2.925125; 19.097875; 29.955354
23;23;492.738162; 4.927381; 2.592458; 14.038250; 22.735075
24;24;495.620419; 4.956204; 2.658959; 19.512375; 25.620711
25;25;501.654999; 5.016549; 3.063709; 13.856458; 20.847922
26;26;502.848207; 5.028482; 3.016333; 31.682042; 32.571359
27;27;503.861866; 5.038618; 2.713750; 15.148666; 18.886649
28;28;505.008120; 5.050081; 2.826542; 21.496333; 24.471983
29;29;555.458880; 5.554588; 3.242083; 41.034375; 47.616131
30;30;508.851286; 5.088512; 2.503917; 17.896833; 20.905336
31;31;551.463711; 5.514637; 3.121667; 33.257833; 35.425775
32;32;532.520243; 5.325202; 3.034042; 63.884792; 60.855381
33;33;530.172374; 5.301723; 2.687875; 14.282292; 19.843570
34;34;511.363494; 5.113634; 3.186292; 16.450500; 17.536627
35;35;541.741709; 5.417417; 3.260041; 37.932417; 38.926747
36;36;527.834291; 5.278342; 3.289250; 15.669084; 17.867025
37;37;538.734039; 5.387340; 2.912250; 16.071208; 17.508422
38;38;520.163625; 5.201636; 3.262250; 13.603834; 16.146246
39;39;528.510786; 5.285107; 3.275083; 14.346917; 16.007818
40;40;527.792161; 5.277921; 3.272833; 20.525708; 19.781963
41;41;550.143628; 5.501436; 3.289875; 18.850000; 20.879897
42;42;539.926293; 5.399262; 2.762625; 19.536542; 18.992938
43;43;563.658460; 5.636584; 3.444000; 23.160750; 25.040024
44;44;520.945708; 5.209457; 3.176250; 10.199791; 10.510386
45;45;538.020126; 5.380201; 3.228833; 15.834292; 15.094170
46;46;560.471715; 5.604717; 2.907667; 29.407458; 27.758110
47;47;561.975081; 5.619750; 3.153209; 22.738958; 21.441610
48;48;554.176625; 5.541766; 3.214166; 11.511375; 13.847891
49;49;596.214872; 5.962148; 3.099125; 28.209042; 37.582356
