Size; Duration;Mean;Median;Min;Max
0;3323.311460; 33.233114; 0.431500; 3280.353917; 3263.479197
1;3339.987665; 33.399876; 0.500792; 2628.148083; 2681.440276
2;2154.627455; 21.546274; 0.534417; 1039.972583; 1305.981699
3;1819.518585; 18.195185; 0.566209; 695.612875; 978.843751
4;1305.498165; 13.054981; 0.620792; 334.237500; 578.719506
5;1414.028336; 14.140283; 0.620208; 392.362667; 666.399207
6;1012.366920; 10.123669; 0.689584; 399.806625; 485.190321
7;889.014917; 8.890149; 0.758500; 280.616125; 391.057270
8;645.775330; 6.457753; 0.771209; 206.786417; 248.005620
9;464.824131; 4.648241; 0.791791; 97.704334; 141.065677
10;522.579503; 5.225795; 0.958458; 138.803042; 181.795567
11;465.444457; 4.654444; 1.012416; 112.578292; 147.664202
12;371.464585; 3.714645; 1.044917; 81.559917; 103.206291
13;345.842498; 3.458424; 1.196875; 49.033417; 74.551428
14;314.360245; 3.143602; 1.320750; 36.308541; 48.468810
15;318.120499; 3.181204; 1.450458; 29.408916; 44.019389
16;312.156291; 3.121562; 1.554666; 20.794791; 31.272507
17;351.311414; 3.513114; 1.850083; 46.005666; 47.635455
18;320.442045; 3.204420; 1.933000; 20.462834; 24.837039
19;404.464208; 4.044642; 1.889000; 68.639291; 73.227156
20;355.845793; 3.558457; 1.800792; 27.257959; 28.766555
21;355.387003; 3.553870; 1.867584; 13.106417; 18.864349
22;349.173661; 3.491736; 1.766125; 27.819541; 26.995155
23;365.461870; 3.654618; 1.996834; 23.490208; 24.397053
24;381.235495; 3.812354; 1.958625; 52.892167; 50.827720
25;363.095791; 3.630957; 2.282542; 11.227791; 15.691317
26;349.603040; 3.496030; 2.240666; 17.295917; 16.565614
27;358.766084; 3.587660; 2.114708; 9.270917; 13.263408
28;377.030792; 3.770307; 1.954458; 15.926791; 21.012295
29;369.584039; 3.695840; 2.021166; 8.166916; 11.488964
30;364.261495; 3.642614; 2.245625; 9.787875; 11.711645
31;383.016502; 3.830165; 2.295958; 14.649458; 18.246810
32;376.838967; 3.768389; 2.236209; 15.460500; 18.322979
33;375.141624; 3.751416; 2.529167; 10.603542; 12.661899
34;373.308162; 3.733081; 2.366958; 8.495166; 11.636000
35;375.975541; 3.759755; 2.147041; 13.585542; 13.455030
36;379.477753; 3.794777; 2.508208; 12.666459; 14.560647
37;387.967419; 3.879674; 2.047125; 10.822417; 12.512062
38;378.358414; 3.783584; 2.125042; 7.837292; 9.285618
39;389.001458; 3.890014; 2.307209; 11.919000; 13.411656
40;380.252500; 3.802525; 2.486334; 7.361750; 8.838144
41;379.890293; 3.798902; 2.389584; 8.837333; 10.321521
42;394.934001; 3.949340; 2.575708; 22.737000; 20.378024
43;416.858286; 4.168582; 2.131958; 40.252458; 38.365767
44;396.892502; 3.968925; 2.171500; 13.696500; 13.670061
45;406.105207; 4.061052; 2.407000; 15.265667; 16.944687
46;392.877797; 3.928777; 2.527417; 6.598459; 7.730986
47;401.009583; 4.010095; 2.067875; 7.355458; 8.262226
48;398.949707; 3.989497; 2.439209; 12.993416; 13.096141
49;410.063121; 4.100631; 2.496583; 12.192333; 13.576723
50;396.680042; 3.966800; 2.350209; 6.545500; 8.079958
51;404.736962; 4.047369; 2.489333; 8.292000; 10.237786
52;400.406288; 4.004062; 2.810167; 7.023666; 7.303710
53;407.882378; 4.078823; 2.545667; 8.715917; 8.212674
54;415.081419; 4.150814; 2.254958; 11.492000; 14.751622
55;397.708955; 3.977089; 2.702667; 5.160625; 5.675427
56;411.424591; 4.114245; 2.565917; 35.675417; 32.244964
57;420.999379; 4.209993; 2.355083; 16.933292; 16.935595
58;415.759627; 4.157596; 2.477375; 18.342375; 15.911914
59;402.096749; 4.020967; 2.714583; 8.798333; 8.052172
