Size;Result;Duration;Mean;Median;Min;Max
0;0;11983.078791; 119.830787; 0.663333; 11917.050458; 11856.651883
1;1;9577.547416; 95.775474; 1.077208; 6137.895083; 6868.164063
2;2;8090.007387; 80.900073; 0.889000; 3734.457542; 4635.848071
3;3;6196.919247; 61.969192; 1.136291; 2596.038667; 3370.206186
4;4;6102.720658; 61.027206; 1.161625; 2720.116584; 3397.411385
5;5;4135.338713; 41.353387; 1.257042; 1103.544875; 1852.998524
6;6;3209.458126; 32.094581; 1.294625; 1192.894917; 1532.935549
7;7;3041.781839; 30.417818; 1.572209; 948.479250; 1274.697692
8;8;2630.768043; 26.307680; 1.420458; 871.748291; 1163.956023
9;9;2033.542915; 20.335429; 1.655417; 627.522959; 837.887804
10;10;1554.595622; 15.545956; 1.664583; 363.772333; 552.070384
11;11;1781.567792; 17.815677; 1.945417; 441.606833; 683.243365
12;12;1389.298954; 13.892989; 1.998875; 630.205834; 653.618511
13;13;921.542168; 9.215421; 2.284583; 134.227625; 220.555980
14;14;1031.663458; 10.316634; 2.422959; 163.126042; 261.100748
15;15;917.159628; 9.171596; 2.706459; 146.778708; 216.106821
16;16;847.513622; 8.475136; 3.107375; 156.920625; 177.953054
17;17;873.833914; 8.738339; 3.050625; 100.119208; 152.830674
18;18;822.555874; 8.225558; 3.241667; 87.103916; 126.495157
19;19;872.072833; 8.720728; 3.155667; 95.066542; 140.959962
20;20;769.712253; 7.697122; 3.316750; 47.606000; 72.307494
21;21;815.812996; 8.158129; 3.602583; 166.343375; 163.981199
22;22;823.755287; 8.237552; 3.875541; 71.207542; 103.136927
23;23;830.483248; 8.304832; 3.775625; 77.632541; 93.104020
24;24;753.904752; 7.539047; 3.948250; 32.108000; 48.354826
25;25;747.045876; 7.470458; 3.815042; 33.448125; 46.438714
26;26;765.551539; 7.655515; 4.060417; 47.935625; 54.148467
27;27;811.149207; 8.111492; 4.024833; 57.266500; 73.221684
28;28;784.544333; 7.845443; 4.046041; 33.957458; 47.080498
29;29;888.843911; 8.888439; 4.048916; 110.977459; 112.755696
30;30;807.341368; 8.073413; 3.870167; 73.713625; 72.518183
31;31;804.301583; 8.043015; 4.254500; 52.648292; 59.850324
32;32;798.060041; 7.980600; 3.814291; 34.523333; 42.423199
33;33;816.395751; 8.163957; 4.113834; 40.938959; 53.487164
34;34;781.252082; 7.812520; 4.477125; 40.297625; 40.324315
35;35;774.369706; 7.743697; 4.517042; 24.949333; 30.404246
36;36;800.006417; 8.000064; 4.005375; 45.218167; 47.559851
37;37;787.805544; 7.878055; 4.411833; 16.155917; 22.176528
38;38;809.294001; 8.092940; 4.656208; 52.192292; 51.231359
39;39;807.556461; 8.075564; 4.866916; 29.978250; 34.511644
40;40;833.148332; 8.331483; 3.776792; 42.214375; 53.915584
41;41;793.803248; 7.938032; 4.051375; 27.832083; 30.175904
42;42;795.592920; 7.955929; 5.095542; 20.958917; 28.245874
43;43;823.823286; 8.238232; 4.207041; 19.986334; 28.268272
44;44;799.534500; 7.995345; 4.973708; 26.182542; 27.489249
45;45;860.688000; 8.606880; 3.907000; 61.261125; 56.627310
46;46;841.420587; 8.414205; 3.950042; 30.629458; 36.067128
47;47;817.531125; 8.175311; 4.252458; 23.402417; 27.661093
48;48;814.460088; 8.144600; 4.538542; 26.144791; 29.112812
49;49;907.055411; 9.070554; 4.972333; 97.623625; 96.358616
