Size; Duration;Mean;Median;Min;Max
0;471.294418; 4.712944; 4.658292; 6.834125; 2.184153
1;475.614415; 4.756144; 4.600458; 6.513500; 1.825434
2;470.231957; 4.702319; 4.571709; 6.361750; 1.803847
3;468.575876; 4.685758; 4.467875; 6.338791; 2.102354
4;452.722498; 4.527224; 4.361208; 6.108584; 1.829037
5;443.328583; 4.433285; 4.238708; 5.864625; 1.915612
6;451.640960; 4.516409; 3.883125; 5.757542; 2.057729
7;386.534953; 3.865349; 3.222167; 5.782417; 4.155321
8;397.913497; 3.979134; 3.324750; 5.426500; 3.206816
9;340.313370; 3.403133; 2.783000; 5.355083; 5.180407
10;345.922086; 3.459220; 2.787292; 5.088333; 5.067678
11;295.884585; 2.958845; 2.291167; 5.073417; 7.649661
12;280.493169; 2.804931; 2.178375; 4.790000; 7.653806
13;297.926745; 2.979267; 2.158083; 4.973917; 8.064028
14;337.757623; 3.377576; 2.233791; 5.158000; 5.562453
15;352.197081; 3.521970; 2.453833; 4.948042; 5.394526
16;340.334875; 3.403348; 2.324584; 4.778750; 5.751993
17;335.978287; 3.359782; 2.584750; 4.844916; 6.495523
18;338.419333; 3.384193; 2.377250; 4.787959; 6.952391
19;353.672246; 3.536722; 2.319917; 4.836291; 6.215327
20;328.821208; 3.288212; 2.321625; 4.835000; 7.544137
21;346.247791; 3.462477; 2.235541; 4.710000; 6.382796
22;335.017831; 3.350178; 2.439458; 4.517542; 6.074385
23;351.509465; 3.515094; 2.213583; 4.801167; 6.248663
24;334.369871; 3.343698; 2.320333; 4.500625; 5.623802
25;358.637333; 3.586373; 2.001042; 4.658208; 6.146849
26;348.044045; 3.480440; 2.249667; 4.495500; 5.319445
27;340.647664; 3.406476; 2.332500; 4.802833; 6.229682
28;367.249041; 3.672490; 1.914250; 5.047000; 6.370917
29;338.330706; 3.383307; 2.372834; 4.651292; 5.895303
30;351.570583; 3.515705; 2.094750; 5.090292; 6.011283
31;353.869167; 3.538691; 2.166417; 5.137459; 6.077938
32;360.205332; 3.602053; 1.737916; 4.934625; 7.339712
33;344.122747; 3.441227; 2.042791; 4.529167; 6.068110
34;349.894959; 3.498949; 2.174750; 4.672333; 6.152067
35;335.350709; 3.353507; 1.905292; 5.266959; 5.788769
36;348.934289; 3.489342; 2.120708; 4.649500; 5.562412
37;358.878165; 3.588781; 2.060583; 4.823291; 5.420122
38;356.687916; 3.566879; 1.991125; 4.881791; 6.373426
39;357.205082; 3.572050; 2.157458; 5.182500; 6.694557
40;364.678837; 3.646788; 2.328542; 4.806417; 5.886158
41;360.460162; 3.604601; 1.949584; 4.615375; 6.253632
42;361.734082; 3.617340; 2.261417; 4.463708; 4.793172
43;367.859457; 3.678594; 2.000250; 4.887750; 5.955193
44;347.958253; 3.479582; 2.435333; 4.354125; 5.155642
45;364.810544; 3.648105; 2.072750; 5.728250; 5.679039
46;356.948339; 3.569483; 2.123083; 4.565542; 5.925803
47;349.785248; 3.497852; 2.406792; 4.520916; 4.747247
48;365.077994; 3.650779; 2.074625; 4.602709; 5.249067
49;356.751578; 3.567515; 2.249875; 4.690458; 5.045565
50;360.836994; 3.608369; 2.056292; 4.620333; 5.314722
51;364.909416; 3.649094; 2.044458; 4.888458; 5.908244
52;354.169788; 3.541697; 2.138250; 4.656500; 4.684523
