Size; Duration;Mean;Median;Min;Max
0;374.932834; 3.749328; 0.142000; 360.705541; 358.754493
1;373.246167; 3.732461; 0.165000; 268.227583; 277.923104
2;264.373746; 2.643737; 0.146250; 174.270042; 181.105714
3;201.277793; 2.012777; 0.131000; 84.126750; 105.866306
4;159.573041; 1.595730; 0.176708; 42.530542; 66.693799
5;160.260914; 1.602609; 0.178583; 54.442125; 68.639915
6;121.807460; 1.218074; 0.223750; 34.700666; 44.257104
7;105.746132; 1.057461; 0.228083; 20.040458; 33.236153
8;100.578794; 1.005787; 0.246500; 26.305042; 33.461900
9;85.699582; 0.856995; 0.264959; 13.362250; 20.925795
10;81.232078; 0.812320; 0.286292; 10.033208; 16.886070
11;79.490294; 0.794902; 0.338875; 8.964708; 12.312399
12;82.733538; 0.827335; 0.418042; 13.901375; 14.658277
13;77.251044; 0.772510; 0.495917; 4.848292; 6.467400
14;84.405751; 0.844057; 0.533375; 6.607917; 7.665606
15;88.956207; 0.889562; 0.612125; 3.764292; 5.588171
16;88.416038; 0.884160; 0.569792; 2.353708; 3.356273
17;94.478919; 0.944789; 0.660166; 2.468208; 3.545606
18;96.208333; 0.962083; 0.665125; 2.277917; 3.151237
19;98.207790; 0.982077; 0.622333; 1.933916; 3.093448
20;100.474455; 1.004744; 0.601583; 6.046125; 5.729986
21;103.680959; 1.036809; 0.762375; 5.289166; 5.073584
22;100.276916; 1.002769; 0.748916; 1.771667; 2.309322
23;106.612205; 1.066122; 0.728875; 5.301250; 5.062315
24;103.479590; 1.034795; 0.671292; 4.529875; 4.254147
25;107.777041; 1.077770; 0.636416; 2.400125; 2.999984
26;106.495123; 1.064951; 0.722416; 2.407667; 2.682439
27;107.879836; 1.078798; 0.689542; 1.558250; 2.183807
28;108.334673; 1.083346; 0.714667; 3.144459; 2.979262
29;114.567795; 1.145677; 0.777917; 4.287958; 5.485876
30;110.520751; 1.105207; 0.770834; 1.819000; 2.233493
31;112.973622; 1.129736; 0.834667; 1.684083; 1.879502
32;112.268125; 1.122681; 0.707500; 1.730375; 2.039084
33;111.353004; 1.113530; 0.723041; 1.588875; 1.935681
34;112.772499; 1.127724; 0.818125; 2.141375; 2.283186
35;115.109371; 1.151093; 0.791167; 1.848250; 2.286820
36;113.525538; 1.135255; 0.826041; 2.355458; 2.323656
37;116.336912; 1.163369; 0.750917; 1.913750; 2.121983
38;116.253705; 1.162537; 0.781500; 3.651166; 3.403356
39;114.734582; 1.147345; 0.864792; 1.891584; 1.801864
40;116.185168; 1.161851; 0.836875; 3.112000; 2.704533
41;117.021248; 1.170212; 0.798125; 3.771042; 3.262376
42;116.673536; 1.166735; 0.744291; 1.742042; 1.936062
43;116.232705; 1.162327; 0.850458; 1.711500; 1.914818
44;116.077627; 1.160776; 0.815083; 2.303250; 2.118267
45;118.052668; 1.180526; 0.821041; 2.063458; 2.232148
46;117.439752; 1.174397; 0.800625; 1.654708; 1.851179
47;120.643542; 1.206435; 0.857500; 1.757917; 1.959162
48;120.017081; 1.200170; 0.861584; 1.829709; 1.729544
49;120.933379; 1.209333; 0.825916; 1.730125; 1.663030
50;121.736712; 1.217367; 0.840334; 1.855083; 1.953707
51;122.112250; 1.221122; 0.836333; 2.471917; 2.343008
52;118.826291; 1.188262; 0.900250; 1.800958; 1.679090
53;122.570546; 1.225705; 0.874875; 2.015666; 2.067100
54;121.220165; 1.212201; 0.894125; 1.692375; 1.571022
55;122.985535; 1.229855; 0.891791; 2.345250; 2.109228
56;121.356904; 1.213569; 0.907875; 2.089375; 1.828511
57;122.874367; 1.228743; 0.892000; 1.770458; 1.785750
58;123.325126; 1.233251; 0.900875; 3.319333; 2.644604
59;124.676461; 1.246764; 0.944417; 1.810625; 1.775272
60;120.735416; 1.207354; 0.799917; 3.206291; 2.481609
61;121.298621; 1.212986; 0.955916; 1.683000; 1.468844
62;124.854456; 1.248544; 0.878334; 2.089875; 1.993191
63;122.385831; 1.223858; 0.938875; 2.095916; 1.595056
64;123.431202; 1.234312; 0.949959; 2.265291; 1.937306
65;122.132619; 1.221326; 1.008667; 1.474167; 1.078879
66;122.341332; 1.223413; 0.881791; 1.914667; 1.792537
67;122.393242; 1.223932; 0.906375; 2.481791; 1.975228
