Size; Duration;Mean;Median;Min;Max
0;673.100669; 6.731006; 0.188166; 654.368875; 650.900548
1;607.067287; 6.070672; 0.195709; 528.267042; 527.056693
2;546.308749; 5.463087; 0.247375; 261.097125; 363.392290
3;477.718828; 4.777188; 0.246833; 301.052667; 319.666502
4;354.228165; 3.542281; 0.258917; 166.034083; 186.443006
5;322.889789; 3.228897; 0.240750; 137.501125; 169.028474
6;225.489460; 2.254894; 0.266209; 84.952458; 101.645069
7;181.584957; 1.815849; 0.279209; 90.170583; 93.215380
8;141.030708; 1.410307; 0.306292; 25.187500; 41.507295
9;137.883162; 1.378831; 0.322750; 22.163125; 38.077529
10;127.356040; 1.273560; 0.424333; 23.282541; 28.729352
11;138.443213; 1.384432; 0.459167; 27.640792; 31.694088
12;128.151831; 1.281518; 0.470458; 31.969833; 32.480566
13;156.832459; 1.568324; 0.585125; 46.153791; 46.696844
14;136.266375; 1.362663; 0.565000; 29.270292; 28.499401
15;128.358205; 1.283582; 0.717583; 7.661583; 9.035404
16;136.388381; 1.363883; 0.782041; 11.648708; 12.705171
17;134.699166; 1.346991; 0.834125; 8.023417; 8.389238
18;132.780667; 1.327806; 0.837834; 6.613917; 7.058669
19;139.425708; 1.394257; 0.891083; 8.039875; 8.389463
20;135.843041; 1.358430; 0.943625; 3.539584; 5.233725
21;142.039539; 1.420395; 0.989333; 6.452792; 8.000157
22;141.889123; 1.418891; 0.774125; 3.869625; 4.823662
23;147.942916; 1.479429; 0.947541; 5.362250; 6.501289
24;144.133920; 1.441339; 0.908583; 3.388125; 4.274713
25;144.316043; 1.443160; 0.909833; 2.263250; 3.253026
26;146.137707; 1.461377; 1.057500; 3.785584; 4.302052
27;149.222418; 1.492224; 0.960959; 4.595792; 4.371427
28;156.770957; 1.567709; 0.850291; 16.245166; 15.155228
29;158.675581; 1.586755; 0.952000; 8.310500; 7.531977
30;165.702127; 1.657021; 1.098042; 3.355500; 3.751799
31;157.419206; 1.574192; 1.059417; 4.835917; 5.100829
32;157.734170; 1.577341; 0.975792; 3.145917; 3.430842
33;162.084292; 1.620842; 0.887750; 3.757208; 3.985372
34;154.639794; 1.546397; 1.028375; 2.838167; 3.255698
35;155.295910; 1.552959; 1.039875; 2.828791; 2.963618
36;154.837005; 1.548370; 1.080834; 3.002917; 3.094394
37;162.899751; 1.628997; 1.118292; 2.887875; 3.305768
38;160.350584; 1.603505; 1.004584; 2.881958; 3.160485
39;166.342379; 1.663423; 1.069292; 2.848708; 3.324874
40;159.865117; 1.598651; 1.080292; 3.548250; 3.738801
41;159.368458; 1.593684; 1.116166; 2.454625; 2.777688
42;163.303748; 1.633037; 0.975750; 4.722000; 4.504862
43;163.028790; 1.630287; 1.034291; 2.481750; 2.824824
44;159.554710; 1.595547; 1.052708; 2.760792; 2.927518
45;168.716786; 1.687167; 1.050333; 6.617083; 5.838717
46;159.582794; 1.595827; 1.125542; 2.660417; 2.647109
47;163.507873; 1.635078; 1.099292; 2.937333; 2.863888
48;163.319494; 1.633194; 1.061875; 2.759500; 2.833536
49;165.851039; 1.658510; 1.086291; 4.611792; 3.968294
50;166.105787; 1.661057; 1.218792; 5.620875; 4.783786
51;163.464704; 1.634647; 1.151250; 2.947375; 2.991676
52;164.969041; 1.649690; 1.170666; 2.643375; 2.668378
53;165.584164; 1.655841; 1.227834; 2.191291; 2.176966
54;162.699082; 1.626990; 1.165709; 2.435583; 2.339108
55;179.929837; 1.799298; 1.147750; 4.243375; 4.108383
56;172.682757; 1.726827; 1.232917; 4.854875; 4.233677
57;170.710830; 1.707108; 1.259917; 2.554250; 2.381771
58;171.978004; 1.719780; 1.286084; 3.711917; 3.079617
59;174.195838; 1.741958; 1.178000; 4.044084; 3.603968
60;165.937834; 1.659378; 1.219084; 2.442334; 2.255805
61;168.981378; 1.689813; 1.283834; 2.617542; 2.384657
62;169.188205; 1.691882; 1.242042; 2.916833; 2.259579
63;169.186993; 1.691869; 0.968333; 4.558166; 3.734945
64;169.939375; 1.699393; 1.221541; 2.606625; 2.476667
65;167.097915; 1.670979; 1.309958; 2.837375; 2.251950
66;166.730041; 1.667300; 1.295084; 4.321583; 3.247994
67;168.635290; 1.686352; 1.334333; 2.408584; 2.055540
68;167.432209; 1.674322; 1.378375; 2.149833; 1.658159
69;170.283875; 1.702838; 1.363542; 3.355167; 2.495618
70;169.960004; 1.699600; 1.324000; 2.562958; 2.109033
71;170.219121; 1.702191; 1.335541; 3.086417; 2.444841
72;177.276044; 1.772760; 1.253458; 5.571125; 4.819900
73;185.266537; 1.852665; 1.428625; 3.653208; 3.788464
74;179.336285; 1.793362; 1.300958; 2.931625; 3.022481
75;173.539828; 1.735398; 1.316417; 4.508459; 3.725553
76;169.756835; 1.697568; 1.394917; 2.967917; 2.235700
77;168.230919; 1.682309; 1.354541; 2.262417; 1.737246
78;167.660042; 1.676600; 1.355916; 2.644417; 2.017689
79;167.638042; 1.676380; 1.450084; 2.114208; 1.495652
80;167.451003; 1.674510; 1.482541; 2.423208; 1.488219
81;173.561209; 1.735612; 1.360084; 4.270208; 3.668649
82;169.983083; 1.699830; 1.407333; 3.225000; 2.320046
83;170.974876; 1.709748; 1.300792; 2.807000; 2.500574
84;170.034372; 1.700343; 1.384875; 3.457709; 2.394386
85;183.348123; 1.833481; 1.265667; 4.900208; 4.806737
86;180.988085; 1.809880; 1.392792; 3.580291; 3.432023
87;170.443251; 1.704432; 1.467125; 2.272709; 1.538755
88;172.731798; 1.727317; 1.440875; 3.416416; 2.440987
89;175.329250; 1.753292; 1.061541; 7.211375; 6.155543
90;168.706920; 1.687069; 1.393709; 3.565375; 3.016266
91;164.940121; 1.649401; 1.442958; 2.268375; 1.556926
92;167.484627; 1.674846; 1.440000; 3.080458; 1.957432
93;168.183543; 1.681835; 1.466542; 3.325750; 2.159026
94;183.758585; 1.837585; 1.456250; 4.597375; 4.796230
95;170.331415; 1.703314; 1.500708; 2.257292; 1.598657
96;168.972494; 1.689724; 1.470083; 2.122000; 1.382068
97;167.101744; 1.671017; 1.494625; 2.070333; 1.326390
98;168.445334; 1.684453; 1.435541; 2.384458; 1.708153
99;173.679459; 1.736794; 1.280375; 5.594459; 4.761572
