Size;Result;Duration;Mean;Median;Min;Max
0;0;921.684127; 9.216841; 8.859292; 19.195667; 12.179870
1;1;882.112249; 8.821122; 8.554625; 13.170500; 4.574640
2;2;739.755462; 7.397554; 7.243875; 12.005083; 4.815392
3;3;767.569619; 7.675696; 7.500083; 11.612541; 4.311553
4;4;754.758537; 7.547585; 7.329917; 11.158167; 3.891736
5;5;788.675666; 7.886756; 7.662000; 11.191667; 3.734028
6;6;775.013912; 7.750139; 7.326791; 10.650709; 5.335150
7;7;780.490801; 7.804908; 7.401000; 10.906959; 3.429299
8;8;735.576793; 7.355767; 6.588583; 10.337458; 4.739907
9;9;840.354577; 8.403545; 6.367875; 36.249833; 37.245952
10;10;642.597128; 6.425971; 5.477084; 10.356500; 8.349973
11;11;615.918494; 6.159184; 4.937916; 10.054667; 10.855055
12;12;612.989295; 6.129892; 4.857042; 10.746709; 10.151161
13;13;667.116241; 6.671162; 4.200834; 23.685375; 26.826914
14;14;549.292380; 5.492923; 4.347291; 10.492041; 11.798743
15;15;574.447668; 5.744476; 4.138209; 9.119291; 11.421887
16;16;616.871706; 6.168717; 3.887250; 8.789958; 9.779074
17;17;655.029451; 6.550294; 4.523125; 11.247750; 12.026100
18;18;617.161165; 6.171611; 4.685292; 10.233125; 12.843518
19;19;727.489708; 7.274897; 3.775167; 45.134209; 40.366277
20;20;673.187249; 6.731872; 3.565375; 9.536708; 13.525620
21;21;672.062043; 6.720620; 4.301250; 9.167917; 10.370077
22;22;663.963535; 6.639635; 3.432625; 33.502667; 30.109503
23;23;627.869624; 6.278696; 3.761375; 8.415875; 11.583549
24;24;656.439334; 6.564393; 3.912000; 10.594583; 13.376373
25;25;660.221959; 6.602219; 3.890625; 10.388792; 14.015180
26;26;634.032872; 6.340328; 4.329708; 8.680834; 10.720092
27;27;717.540423; 7.175404; 3.997167; 13.600750; 17.477473
28;28;634.393920; 6.343939; 4.745000; 10.095958; 10.637224
29;29;641.152334; 6.411523; 4.060250; 9.183375; 11.481932
30;30;716.454042; 7.164540; 3.235333; 44.873041; 42.933800
31;31;687.065584; 6.870655; 3.740833; 9.704917; 12.194642
32;32;659.454962; 6.594549; 4.125583; 8.963917; 10.376517
33;33;673.441791; 6.734417; 4.698125; 10.871625; 13.555821
34;34;644.895876; 6.448958; 4.773917; 9.386583; 10.049417
35;35;742.145461; 7.421454; 4.057792; 28.204250; 32.611122
36;36;685.174036; 6.851740; 3.779166; 8.508125; 10.360225
37;37;738.781418; 7.387814; 3.451500; 24.868334; 25.534524
38;38;686.682045; 6.866820; 4.291334; 9.594791; 10.232794
39;39;684.363087; 6.843630; 3.981417; 9.676292; 12.003992
40;40;728.182042; 7.281820; 4.012916; 26.896208; 22.057949
41;41;703.628716; 7.036287; 3.519959; 10.034917; 12.277098
42;42;670.685207; 6.706852; 4.380542; 8.668750; 10.060230
43;43;733.433834; 7.334338; 3.484125; 42.080750; 37.024628
44;44;672.911995; 6.729119; 4.318083; 9.772750; 10.437497
45;45;684.707414; 6.847074; 3.931541; 8.609000; 10.554919
46;46;688.959081; 6.889590; 4.011583; 9.274500; 10.663728
47;47;743.526665; 7.435266; 4.241541; 35.922083; 31.709567
48;48;697.418622; 6.974186; 3.753667; 9.231833; 11.564467
49;49;733.474205; 7.334742; 4.427542; 43.068416; 37.288528
