Size; Duration;Mean;Median;Min;Max
0;534.027128; 5.340271; 5.264084; 7.778042; 2.521578
1;528.423373; 5.284233; 5.195416; 7.499542; 2.304211
2;527.218623; 5.272186; 5.180209; 7.174459; 1.996620
3;519.866873; 5.198668; 5.114792; 7.061875; 1.988900
4;507.139496; 5.071394; 4.879167; 6.730292; 2.033888
5;493.487586; 4.934875; 4.735959; 6.593833; 2.296627
6;465.652416; 4.656524; 4.392542; 6.534542; 2.972223
7;472.347704; 4.723477; 4.239792; 6.450875; 2.999725
8;439.056252; 4.390562; 3.780375; 6.662042; 4.302413
9;388.540333; 3.885403; 3.256416; 6.082917; 5.647785
10;385.491623; 3.854916; 3.012583; 5.860833; 5.899170
11;355.203041; 3.552030; 2.893167; 5.755125; 6.223957
12;404.677790; 4.046777; 2.897083; 5.428708; 5.991395
13;356.468954; 3.564689; 2.690000; 5.615083; 6.921380
14;338.556709; 3.385567; 2.423416; 5.297833; 8.145751
15;426.583130; 4.265831; 2.920500; 5.581458; 6.569243
16;339.572916; 3.395729; 2.573042; 5.395083; 8.212581
17;419.625540; 4.196255; 2.796042; 5.619666; 6.407858
18;382.021546; 3.820215; 2.559875; 5.452583; 6.672873
19;405.521121; 4.055211; 2.685583; 5.383625; 6.835818
20;398.027166; 3.980271; 2.423459; 5.366375; 6.519931
21;417.612918; 4.176129; 2.265958; 5.506000; 8.697300
22;381.845169; 3.818451; 2.452209; 5.459792; 6.877812
23;399.445290; 3.994452; 2.580959; 5.699291; 6.534356
24;396.271344; 3.962713; 2.175334; 5.286542; 7.250175
25;390.387122; 3.903871; 2.230250; 5.361083; 6.763345
26;387.344498; 3.873444; 2.300292; 5.190000; 7.471693
27;399.643666; 3.996436; 2.366000; 5.517292; 6.625897
28;364.500840; 3.645008; 2.406042; 6.094167; 7.828388
29;392.100872; 3.921008; 2.550583; 5.350833; 6.967354
30;406.319332; 4.063193; 2.497916; 5.369875; 6.454202
31;391.520832; 3.915208; 2.681042; 5.068583; 6.700802
32;409.790952; 4.097909; 2.446750; 5.342416; 6.152917
33;412.818337; 4.128183; 2.541209; 5.233542; 6.193814
34;410.098874; 4.100988; 2.261666; 5.508250; 7.065982
35;393.603330; 3.936033; 2.449333; 5.363458; 7.317676
36;406.256045; 4.062560; 2.209208; 5.406583; 7.245291
37;391.215670; 3.912156; 2.608875; 5.014875; 5.750043
38;406.206918; 4.062069; 2.660750; 5.376916; 6.343567
39;408.805833; 4.088058; 2.206084; 5.692833; 6.582250
40;416.162123; 4.161621; 2.259834; 5.852916; 7.962513
41;416.986126; 4.169861; 2.303166; 5.459583; 6.633498
42;401.504748; 4.015047; 2.496958; 5.282916; 6.059000
43;419.514414; 4.195144; 2.356666; 5.204542; 6.478840
44;400.475922; 4.004759; 2.780041; 5.061292; 5.019981
45;396.460794; 3.964607; 2.663041; 5.576166; 6.467444
46;403.238963; 4.032389; 2.608375; 5.129792; 5.722696
47;408.326249; 4.083262; 2.648000; 5.372250; 6.646563
48;395.854212; 3.958542; 2.326042; 5.144500; 6.065192
49;417.651708; 4.176517; 2.478834; 5.405916; 5.876795
50;397.549378; 3.975493; 2.593041; 5.000500; 5.680257
51;402.814622; 4.028146; 2.587625; 5.124041; 6.238064
52;407.695750; 4.076957; 2.446292; 5.279417; 6.091426
53;411.806506; 4.118065; 2.676875; 5.111500; 5.770603
54;381.513750; 3.815137; 2.785042; 6.051667; 6.379499
55;404.194960; 4.041949; 2.477792; 5.036291; 5.741880
56;396.701375; 3.967013; 2.842500; 5.320375; 5.330681
57;399.597834; 3.995978; 2.666250; 5.356458; 5.220901
58;400.345791; 4.003457; 2.570958; 5.067166; 5.386689
59;398.339709; 3.983397; 2.516666; 5.663541; 6.440690
60;398.380497; 3.983804; 2.606625; 5.516833; 5.710792
61;404.359081; 4.043590; 2.527917; 5.553667; 6.457994
62;410.372622; 4.103726; 2.573209; 5.580875; 5.662705
63;408.293211; 4.082932; 2.759334; 5.045458; 5.420438
64;407.057208; 4.070572; 2.677750; 5.443750; 6.098693
65;411.734661; 4.117346; 2.749500; 5.091500; 5.351715
66;401.113040; 4.011130; 2.851333; 5.030542; 4.560215
67;407.964546; 4.079645; 2.831500; 5.112666; 5.185344
68;413.025006; 4.130250; 3.173792; 5.031167; 3.960837
69;398.255796; 3.982557; 2.496250; 6.712042; 5.614564
70;390.145039; 3.901450; 2.493666; 6.295000; 6.106031
71;407.176001; 4.071760; 2.609709; 5.621792; 5.529503
72;406.230874; 4.062308; 2.738958; 5.085208; 5.079266
73;410.627666; 4.106276; 3.002417; 5.001417; 4.165004
74;411.699046; 4.116990; 3.032542; 5.020292; 4.478166
75;408.383252; 4.083832; 2.538333; 5.481333; 4.718501
76;405.347383; 4.053473; 3.073792; 5.043875; 3.700720
77;402.716081; 4.027160; 3.145917; 5.101959; 3.788997
78;413.937833; 4.139378; 3.037708; 5.071083; 4.479119
79;404.372289; 4.043722; 2.832875; 5.195125; 4.626558
80;408.754546; 4.087545; 3.096750; 4.937333; 3.637644
81;409.941252; 4.099412; 2.956875; 5.395000; 4.089189
82;403.496332; 4.034963; 3.048958; 4.936209; 3.385920
83;412.822586; 4.128225; 3.238834; 5.070833; 3.853042
84;407.381291; 4.073812; 2.705084; 5.656750; 6.142214
85;412.356919; 4.123569; 3.090042; 5.025125; 4.389599
86;405.679413; 4.056794; 3.382666; 5.399625; 3.462858
87;408.616829; 4.086168; 3.168416; 5.005083; 3.670765
88;403.405748; 4.034057; 3.285458; 4.833750; 2.908122
89;403.449374; 4.034493; 3.251458; 5.247833; 3.615220
90;404.948494; 4.049484; 3.137583; 5.054625; 3.785711
91;407.526504; 4.075265; 3.236458; 5.082375; 3.369325
92;408.394752; 4.083947; 2.372875; 5.842167; 5.828595
93;403.866584; 4.038665; 3.294000; 5.043583; 3.472393
94;402.332288; 4.023322; 3.292333; 5.068708; 2.853146
95;403.849711; 4.038497; 3.198167; 5.102042; 3.870842
96;407.598505; 4.075985; 3.314750; 5.540500; 3.617549
97;403.627834; 4.036278; 3.396083; 5.069792; 3.020223
98;400.384705; 4.003847; 3.430625; 4.948042; 2.818288
99;402.349001; 4.023490; 3.346958; 4.945708; 3.170646
