Size; Duration;Mean;Median;Min;Max
0;4100.708792; 41.007087; 0.483125; 4052.645750; 4031.848556
1;3621.631252; 36.216312; 0.485000; 2409.681334; 2575.566552
2;2712.254958; 27.122549; 0.582292; 1277.654000; 1515.387632
3;2416.807580; 24.168075; 0.539250; 954.097250; 1285.049606
4;1914.147666; 19.141476; 0.656959; 697.651250; 956.505826
5;1538.665334; 15.386653; 0.645833; 433.028792; 691.178905
6;1286.911539; 12.869115; 0.750166; 379.012916; 537.765462
7;939.094669; 9.390946; 0.760959; 202.736667; 340.350043
8;725.664045; 7.256640; 0.891667; 128.125458; 240.025041
9;923.165413; 9.231654; 0.993083; 286.811459; 382.715827
10;622.974793; 6.229747; 0.955959; 213.023250; 240.549359
11;597.272086; 5.972720; 1.141958; 111.553958; 176.494913
12;409.833749; 4.098337; 1.079583; 104.353209; 115.507964
13;482.576004; 4.825760; 1.295292; 88.702791; 121.411807
14;381.031304; 3.810313; 1.534958; 37.671917; 62.756509
15;414.122581; 4.141225; 1.644750; 58.433708; 73.749854
16;378.489461; 3.784894; 1.608459; 34.963208; 45.280092
17;407.456958; 4.074569; 2.120416; 70.599583; 71.056586
18;380.571705; 3.805717; 2.127166; 16.674542; 29.396554
19;391.390789; 3.913907; 2.198958; 21.417042; 30.982606
20;390.936499; 3.909364; 1.925208; 17.551875; 27.131810
21;435.619919; 4.356199; 2.489542; 67.814875; 66.554481
22;388.694704; 3.886947; 2.416583; 24.810375; 27.763178
23;394.847830; 3.948478; 2.289500; 16.673041; 19.223427
24;436.565165; 4.365651; 2.371500; 65.266375; 65.971780
25;407.763292; 4.077632; 2.380250; 14.475750; 19.300137
26;393.007129; 3.930071; 2.508041; 7.940042; 12.213094
27;423.107083; 4.231070; 2.489417; 20.367333; 22.603150
28;411.444828; 4.114448; 2.591750; 23.744833; 23.944463
29;416.664917; 4.166649; 2.203542; 9.763750; 14.534536
30;415.647918; 4.156479; 2.289334; 15.169791; 17.509719
31;471.961242; 4.719612; 2.476041; 84.593959; 81.353837
32;428.380463; 4.283804; 2.118750; 11.807208; 16.535737
33;432.626834; 4.326268; 2.663417; 31.414750; 29.223857
34;419.961998; 4.199619; 2.910208; 12.407958; 16.829563
35;427.027919; 4.270279; 2.751167; 9.802834; 12.973426
36;427.314755; 4.273147; 2.489500; 15.605000; 15.517923
37;443.923710; 4.439237; 2.297542; 12.045500; 15.950352
38;440.495334; 4.404953; 2.646084; 27.416958; 28.141824
39;431.130922; 4.311309; 2.608292; 7.960500; 10.007257
