Size; Duration;Mean;Median;Min;Max
0;192.553752; 1.925537; 0.086542; 176.106167; 175.063856
1;231.771129; 2.317711; 0.063583; 187.960250; 189.559655
2;123.572293; 1.235722; 0.081000; 52.295333; 68.258753
3;112.826120; 1.128261; 0.073625; 57.725041; 65.277484
4;99.056577; 0.990565; 0.109458; 43.752166; 48.587520
5;71.129326; 0.711293; 0.132834; 15.080500; 23.034039
6;58.793289; 0.587932; 0.134583; 11.224958; 17.805338
7;52.266460; 0.522664; 0.128875; 10.381459; 15.544117
8;47.391873; 0.473918; 0.152916; 6.100708; 10.141909
9;45.002716; 0.450027; 0.178667; 5.616250; 8.462230
10;39.601794; 0.396017; 0.193334; 5.390291; 6.354955
11;48.080615; 0.480806; 0.251750; 2.600583; 4.869602
12;51.752578; 0.517525; 0.288583; 5.835833; 6.903947
13;55.234244; 0.552342; 0.323666; 2.943209; 3.457898
14;57.927127; 0.579271; 0.385875; 1.997709; 3.095223
15;59.067163; 0.590671; 0.416041; 1.869083; 2.236475
16;62.388746; 0.623887; 0.445084; 2.087375; 2.446671
17;61.895039; 0.618950; 0.424500; 1.339958; 1.781401
18;60.486463; 0.604864; 0.458375; 1.348417; 1.778167
19;64.871333; 0.648713; 0.468667; 1.153167; 1.624357
20;69.883337; 0.698833; 0.457000; 2.279458; 2.562101
21;71.830164; 0.718301; 0.500792; 1.803833; 2.304373
22;70.212409; 0.702124; 0.484542; 2.086500; 2.296871
23;72.187623; 0.721876; 0.501333; 1.803125; 1.896154
24;71.474120; 0.714741; 0.475292; 1.637250; 1.808464
25;73.348297; 0.733482; 0.533917; 2.509000; 2.606309
26;73.047837; 0.730478; 0.524917; 1.492959; 1.769155
27;74.191256; 0.741912; 0.521375; 2.262167; 2.537652
28;75.120372; 0.751203; 0.480083; 1.652333; 1.908516
29;74.979004; 0.749790; 0.523000; 1.209583; 1.542042
30;95.274501; 0.952745; 0.535792; 2.044417; 3.674046
31;76.883579; 0.768835; 0.537542; 4.875458; 4.828162
32;77.857989; 0.778579; 0.571375; 1.629333; 1.976051
33;75.328751; 0.753287; 0.548500; 1.465625; 1.457093
34;76.457708; 0.764577; 0.535667; 1.344542; 1.366226
35;78.762873; 0.787628; 0.487458; 1.119542; 1.382796
36;73.191919; 0.731919; 0.563792; 3.430375; 3.003038
37;80.614880; 0.806148; 0.552083; 1.382750; 1.627823
38;77.521040; 0.775210; 0.520541; 1.485292; 1.540799
39;81.460964; 0.814609; 0.571083; 2.260709; 2.770713
40;79.711703; 0.797117; 0.567625; 1.762708; 2.123040
41;81.683997; 0.816839; 0.595500; 1.778459; 1.867593
42;76.242793; 0.762427; 0.564375; 1.117084; 1.181390
43;76.087044; 0.760870; 0.563542; 1.189708; 1.104239
44;76.612167; 0.766121; 0.513792; 1.319791; 1.358365
45;79.026879; 0.790268; 0.520834; 1.483667; 1.483848
46;77.683203; 0.776832; 0.518958; 2.064000; 1.736799
47;76.564288; 0.765642; 0.565042; 2.589125; 2.075436
48;76.475207; 0.764752; 0.606042; 1.108292; 0.927452
49;80.033242; 0.800332; 0.566458; 2.549666; 2.203549
50;78.627672; 0.786276; 0.582500; 1.371333; 1.341419
51;79.523003; 0.795230; 0.442584; 3.978542; 3.508205
52;80.430369; 0.804303; 0.592542; 1.286291; 1.135792
53;78.745709; 0.787457; 0.639000; 1.202333; 1.168578
54;80.610206; 0.806102; 0.577875; 1.457417; 1.295644
55;80.600329; 0.806003; 0.606583; 1.643083; 1.455562
56;82.304626; 0.823046; 0.660791; 1.401583; 1.156162
57;81.553043; 0.815530; 0.649333; 1.275458; 1.090497
58;82.378585; 0.823785; 0.591292; 1.392583; 1.356727
59;80.652218; 0.806522; 0.648584; 1.205958; 1.035020
60;79.576453; 0.795764; 0.596083; 1.611792; 1.437046
61;82.488919; 0.824889; 0.638958; 1.946375; 1.701397
62;81.113210; 0.811132; 0.568250; 3.094625; 2.629888
63;88.345754; 0.883457; 0.663750; 2.376708; 2.510965
64;81.298752; 0.812987; 0.649083; 1.489708; 1.291284
65;80.838082; 0.808380; 0.690084; 1.248291; 0.852907
66;81.425080; 0.814250; 0.658500; 1.317792; 1.084341
67;82.304199; 0.823041; 0.650250; 1.204250; 1.013031
68;79.926457; 0.799264; 0.628292; 1.400959; 1.345375
69;78.753207; 0.787532; 0.680333; 1.082833; 0.721141
70;78.853334; 0.788533; 0.698125; 1.085959; 0.775238
71;81.594333; 0.815943; 0.648416; 1.193417; 1.026750
72;82.307876; 0.823078; 0.719875; 1.503084; 1.119519
73;80.234252; 0.802342; 0.715667; 1.023666; 0.717404
74;80.145872; 0.801458; 0.705250; 1.106959; 0.737991
75;77.616373; 0.776163; 0.697750; 1.017000; 0.599347
76;79.461167; 0.794611; 0.674125; 1.036333; 0.805387
77;78.300005; 0.783000; 0.658458; 1.215458; 0.879872
78;78.087247; 0.780872; 0.673292; 1.026917; 0.700845
79;81.259289; 0.812592; 0.650417; 1.855041; 1.305979
80;79.073630; 0.790736; 0.697875; 1.041542; 0.733383
81;80.595335; 0.805953; 0.715584; 1.106750; 0.751704
82;79.381458; 0.793814; 0.703917; 1.074209; 0.683393
83;78.934334; 0.789343; 0.689459; 1.103708; 0.827561
84;79.872622; 0.798726; 0.695917; 1.014209; 0.607353
85;77.169167; 0.771691; 0.704750; 0.984667; 0.625097
86;76.777413; 0.767774; 0.700042; 1.030583; 0.622722
87;78.728418; 0.787284; 0.658958; 1.187250; 0.764875
88;78.021412; 0.780214; 0.686250; 1.324125; 0.839748
89;77.887418; 0.778874; 0.696792; 1.012208; 0.622812
90;77.006291; 0.770062; 0.684250; 0.973542; 0.617255
91;76.989166; 0.769891; 0.687000; 1.046333; 0.736863
92;77.985496; 0.779854; 0.702708; 1.017542; 0.599140
93;76.744498; 0.767444; 0.682250; 0.978500; 0.648470
94;76.667330; 0.766673; 0.695125; 0.993875; 0.614592
95;77.466833; 0.774668; 0.699042; 1.003000; 0.614107
96;76.869250; 0.768692; 0.685000; 0.992292; 0.677209
97;77.915246; 0.779152; 0.686666; 0.988791; 0.659871
98;78.518583; 0.785185; 0.688042; 1.051584; 0.731701
99;78.960586; 0.789605; 0.675375; 1.187291; 0.888227
