Size; Duration;Mean;Median;Min;Max
0;291.749963; 2.917499; 2.856083; 4.060208; 1.183385
1;292.458124; 2.924581; 2.864333; 4.060833; 1.255456
2;288.599423; 2.885994; 2.786958; 3.777083; 0.983221
3;285.638920; 2.856389; 2.686708; 3.869083; 1.187611
4;275.939874; 2.759398; 2.541500; 3.655166; 1.565313
5;262.707624; 2.627076; 2.450917; 3.548250; 1.494740
6;227.371706; 2.273717; 2.121333; 3.527125; 2.684735
7;237.040123; 2.370401; 1.958792; 3.309709; 2.760636
8;216.327665; 2.163276; 1.742666; 3.240000; 2.946622
9;191.634788; 1.916347; 1.590333; 3.204541; 3.314768
10;199.081789; 1.990817; 1.495000; 3.035375; 3.411444
11;222.798086; 2.227980; 1.412583; 2.979917; 3.630782
12;192.680624; 1.926806; 1.301792; 3.001667; 3.761805
13;187.548295; 1.875482; 1.462542; 3.027375; 3.767245
14;207.761875; 2.077618; 1.400125; 2.963417; 3.551256
15;203.377209; 2.033772; 1.605417; 3.030209; 3.817721
16;194.320747; 1.943207; 1.445542; 3.009917; 4.227674
17;213.973208; 2.139732; 1.361959; 3.022750; 4.005368
18;224.926085; 2.249260; 1.338000; 3.056333; 4.216097
19;205.019129; 2.050191; 1.376459; 2.857542; 4.064393
20;197.587956; 1.975879; 1.394875; 2.751250; 3.843345
21;202.561123; 2.025611; 1.435167; 2.869375; 4.152532
22;207.510418; 2.075104; 1.301583; 2.810041; 3.577091
23;213.958045; 2.139580; 1.304875; 2.832209; 3.824010
24;202.506997; 2.025069; 1.354125; 2.760666; 3.757407
25;225.688795; 2.256887; 1.205875; 2.966167; 4.078272
26;208.028042; 2.080280; 1.357916; 2.801458; 3.759660
27;208.714579; 2.087145; 1.145792; 2.966166; 4.042703
28;205.969834; 2.059698; 1.217375; 2.967458; 3.978624
29;203.111542; 2.031115; 1.377833; 2.838375; 3.928659
30;207.955122; 2.079551; 1.403625; 2.611125; 3.145507
31;212.890622; 2.128906; 1.259833; 2.851583; 3.777923
32;212.317670; 2.123176; 1.149167; 2.891167; 4.081476
33;208.436209; 2.084362; 1.227375; 2.767958; 3.610000
34;211.225374; 2.112253; 1.155791; 2.964166; 3.885452
35;218.991164; 2.189911; 1.259542; 2.978250; 3.939692
36;209.976125; 2.099761; 1.166042; 3.234625; 3.824745
37;202.510415; 2.025104; 1.484208; 2.930208; 3.710958
38;214.280753; 2.142807; 1.507167; 2.820792; 3.412194
39;215.871251; 2.158712; 1.441167; 2.832291; 3.223320
40;211.743627; 2.117436; 1.410834; 2.791958; 3.660206
41;217.124416; 2.171244; 1.389833; 2.757417; 3.302534
42;218.944209; 2.189442; 1.352125; 2.863167; 3.235273
43;210.925083; 2.109250; 1.327625; 2.810709; 3.295290
44;211.319253; 2.113192; 1.422917; 2.815250; 3.038640
45;215.757752; 2.157577; 1.251666; 2.910959; 3.667361
46;210.565503; 2.105655; 1.401084; 2.838666; 2.992107
47;211.986869; 2.119868; 1.471000; 2.706167; 2.690423
48;212.977877; 2.129778; 1.341417; 3.184417; 3.344045
49;212.869713; 2.128697; 1.502167; 2.722667; 2.543113
50;215.401872; 2.154018; 1.454125; 2.704833; 3.074030
51;206.386666; 2.063866; 1.448042; 2.670916; 2.970482
52;216.215379; 2.162153; 1.420500; 2.684750; 2.733926
53;219.468911; 2.194689; 1.425958; 2.784000; 3.328996
54;217.646626; 2.176466; 1.544167; 2.808791; 2.843451
55;215.688750; 2.156887; 1.462958; 2.908459; 3.627338
56;211.477499; 2.114774; 1.568667; 2.667916; 2.455517
57;216.889206; 2.168892; 1.433542; 2.740875; 3.240067
58;214.404171; 2.144041; 1.590875; 2.699208; 2.639634
59;215.621836; 2.156218; 1.527583; 2.694375; 2.507322
60;217.710834; 2.177108; 1.503084; 2.694417; 2.809301
61;216.713292; 2.167132; 1.475125; 2.829750; 2.975330
62;218.437956; 2.184379; 1.634958; 2.700667; 2.570513
63;215.000416; 2.150004; 1.621209; 2.831708; 2.666739
64;212.537542; 2.125375; 1.523666; 2.848792; 2.469344
65;217.282001; 2.172820; 1.545041; 2.606750; 2.379374
66;214.664085; 2.146640; 1.672792; 2.697083; 2.121579
67;214.818120; 2.148181; 1.431458; 3.251667; 3.326455
68;211.414205; 2.114142; 0.988000; 3.747083; 3.300058
69;214.930208; 2.149302; 1.326792; 2.978750; 3.312777
70;212.455376; 2.124553; 1.686625; 2.678750; 2.013671
71;212.437830; 2.124378; 1.656833; 2.828416; 2.174623
72;215.498837; 2.154988; 1.665709; 2.627042; 2.173128
73;215.109623; 2.151096; 1.739625; 2.594292; 1.757546
74;213.088708; 2.130887; 1.764875; 2.673084; 1.883877
75;215.666999; 2.156669; 1.632500; 2.674750; 2.189908
76;214.243206; 2.142432; 1.728417; 2.632292; 1.944983
77;213.596160; 2.135961; 1.671583; 2.636875; 2.178366
78;213.146999; 2.131469; 1.742084; 2.684500; 1.948253
79;212.408585; 2.124085; 1.678958; 2.783125; 1.914059
80;211.183375; 2.111833; 1.478292; 3.169666; 2.908013
81;212.784839; 2.127848; 1.723125; 2.677458; 1.910295
82;213.422541; 2.134225; 1.611167; 2.677334; 2.377436
83;215.105992; 2.151059; 1.699292; 2.603750; 1.931727
84;210.993544; 2.109935; 1.748250; 2.632167; 1.753371
85;212.939960; 2.129399; 1.691500; 2.759125; 1.954855
86;218.310665; 2.183106; 1.664750; 2.773167; 2.236014
87;208.568040; 2.085680; 1.856833; 2.705458; 1.620082
88;211.497624; 2.114976; 1.894542; 2.726042; 1.527684
89;213.151709; 2.131517; 1.615625; 2.637375; 1.994228
90;212.775829; 2.127758; 1.886500; 2.666416; 1.517318
91;210.499622; 2.104996; 1.819417; 2.652542; 1.667691
92;211.400336; 2.114003; 1.815583; 2.675417; 1.614755
93;210.589958; 2.105899; 1.875791; 2.645833; 1.507114
94;210.790922; 2.107909; 1.880792; 2.677500; 1.454815
95;211.329958; 2.113299; 1.860041; 2.649625; 1.587742
96;210.860129; 2.108601; 1.876083; 2.668875; 1.513507
97;207.090336; 2.070903; 1.826625; 2.624666; 1.733016
98;211.849086; 2.118490; 1.630792; 2.981291; 2.297047
99;213.108124; 2.131081; 1.765416; 2.630750; 1.846171
