Size; Duration;Mean;Median;Min;Max
0;598.166241; 5.981662; 5.857291; 8.834833; 3.128764
1;589.937708; 5.899377; 5.819291; 8.506458; 2.759389
2;586.437127; 5.864371; 5.758209; 8.312083; 2.650830
3;587.285959; 5.872859; 5.728542; 8.230500; 2.546439
4;580.783126; 5.807831; 5.421292; 7.551708; 2.426010
5;557.811084; 5.578110; 5.337833; 7.889042; 2.795860
6;549.699331; 5.496993; 4.910834; 7.484458; 3.630687
7;511.130872; 5.111308; 4.711584; 7.142666; 3.596629
8;446.716040; 4.467160; 4.042209; 6.756959; 5.670635
9;449.037501; 4.490375; 3.888666; 7.018625; 5.982932
10;422.258208; 4.222582; 3.463417; 6.711083; 6.678290
11;424.607577; 4.246075; 3.174417; 6.730916; 7.334874
12;374.938295; 3.749382; 2.907625; 6.246875; 8.841075
13;389.237876; 3.892378; 2.877500; 6.440959; 9.351109
14;374.743918; 3.747439; 2.934041; 6.594250; 7.695521
15;404.445500; 4.044455; 3.087958; 6.193458; 7.886949
16;403.082581; 4.030825; 3.055709; 6.248458; 8.445364
17;414.712879; 4.147128; 3.265167; 6.151541; 8.046784
18;450.829208; 4.508292; 2.665250; 6.079750; 7.765248
19;459.421170; 4.594211; 2.774292; 7.479833; 8.767692
20;433.442621; 4.334426; 3.069000; 11.187542; 13.357901
21;434.910666; 4.349106; 2.742875; 5.893792; 8.154382
22;436.400669; 4.364006; 2.829750; 6.029125; 7.523376
23;432.907374; 4.329073; 2.972042; 5.675541; 7.586810
24;441.705380; 4.417053; 2.761917; 5.800291; 7.744242
25;438.742957; 4.387429; 2.735125; 5.964000; 7.935987
26;428.268085; 4.282680; 2.865959; 5.921250; 7.800936
27;420.476082; 4.204760; 2.700958; 5.887583; 8.135569
28;438.594334; 4.385943; 2.306125; 5.985250; 8.464379
29;450.806584; 4.508065; 2.890084; 5.791250; 6.732636
30;429.724709; 4.297247; 2.655291; 5.797875; 7.305165
31;466.959372; 4.669593; 2.414833; 6.161459; 8.384738
32;439.955578; 4.399555; 2.558333; 5.866375; 8.635755
33;422.569339; 4.225693; 3.113834; 5.615542; 7.005565
34;444.075001; 4.440750; 2.575958; 5.853250; 7.105495
35;444.345000; 4.443450; 2.267000; 6.482166; 8.513021
36;459.172212; 4.591722; 2.213209; 6.211000; 9.080776
37;466.545370; 4.665453; 2.710333; 6.206250; 8.177133
38;459.977419; 4.599774; 2.161458; 6.086667; 8.147850
39;444.891411; 4.448914; 2.608000; 5.780375; 7.373768
40;455.067833; 4.550678; 2.550000; 5.844375; 6.924363
41;438.673834; 4.386738; 3.154958; 5.818625; 6.886976
42;445.199119; 4.451991; 3.115208; 5.920083; 6.601186
43;459.579668; 4.595796; 2.578042; 6.028750; 6.458756
44;454.919000; 4.549190; 2.549333; 6.022333; 7.051381
45;431.941582; 4.319415; 2.993625; 5.667250; 6.265555
46;441.222455; 4.412224; 2.983625; 5.610834; 6.027778
47;466.704875; 4.667048; 2.693833; 6.547333; 6.537144
48;459.131039; 4.591310; 2.905333; 5.997208; 7.589609
49;462.307463; 4.623074; 2.627916; 5.986875; 7.421867
50;452.316369; 4.523163; 2.662666; 5.970667; 6.355738
51;454.686549; 4.546865; 2.666750; 5.918459; 6.398423
52;447.126294; 4.471262; 2.971750; 5.962459; 5.803711
53;458.049829; 4.580498; 2.625792; 6.260833; 7.305695
54;449.973625; 4.499736; 3.353541; 5.606250; 5.447592
55;441.230581; 4.412305; 3.029958; 6.045709; 6.052964
56;467.142169; 4.671421; 2.452792; 6.011625; 6.627760
57;463.914463; 4.639144; 2.918458; 6.038250; 6.821679
58;461.399670; 4.613996; 2.987416; 6.016709; 6.264218
59;471.248622; 4.712486; 2.709792; 6.204083; 6.672537
60;449.817377; 4.498173; 3.095500; 5.937500; 6.170407
61;463.880461; 4.638804; 2.746417; 5.726416; 6.058137
62;446.811709; 4.468117; 3.228458; 5.708500; 5.798230
63;458.199038; 4.581990; 3.134791; 5.902958; 6.219959
64;465.563837; 4.655638; 3.093291; 5.676625; 5.920907
65;462.742289; 4.627422; 2.504708; 7.215000; 6.891771
66;453.862166; 4.538621; 3.068250; 5.756333; 5.678734
67;450.915289; 4.509152; 3.024791; 6.059208; 6.698224
68;468.419006; 4.684190; 2.382375; 6.895750; 7.621735
69;461.483749; 4.614837; 2.985792; 5.594375; 5.542090
70;466.597957; 4.665979; 3.168708; 5.849083; 6.175725
71;459.049953; 4.590499; 3.154625; 5.682875; 5.531276
72;453.931964; 4.539319; 3.397208; 5.652917; 5.031677
73;466.423047; 4.664230; 3.380542; 5.568667; 4.240148
74;454.665707; 4.546657; 3.530375; 5.844292; 3.922092
75;458.358710; 4.583587; 3.324750; 5.681417; 4.951862
76;463.480246; 4.634802; 3.286916; 5.736042; 5.378216
77;458.163956; 4.581639; 3.382166; 5.632208; 4.412322
78;462.458992; 4.624589; 3.277708; 5.533125; 4.935378
79;455.695668; 4.556956; 3.120209; 6.036834; 5.875960
80;454.705503; 4.547055; 3.519750; 5.852541; 4.496808
81;462.127379; 4.621273; 3.561916; 5.507834; 4.352762
82;452.428746; 4.524287; 3.017875; 5.798500; 5.717835
83;456.846248; 4.568462; 3.629041; 5.449792; 4.421414
84;455.544959; 4.555449; 3.312417; 5.612583; 4.007763
85;456.371665; 4.563716; 3.181417; 6.379833; 5.801626
86;461.411417; 4.614114; 3.531834; 5.546208; 4.077065
87;455.815541; 4.558155; 3.082625; 5.881417; 4.587307
88;457.234377; 4.572343; 3.440167; 5.800875; 4.609513
89;455.341001; 4.553410; 3.481792; 5.455167; 3.990628
90;454.308125; 4.543081; 3.652958; 5.663167; 3.607908
91;450.918461; 4.509184; 3.106833; 5.856583; 4.367115
92;457.863874; 4.578638; 3.518208; 5.534833; 3.986957
93;453.328543; 4.533285; 3.588375; 5.668375; 3.902273
94;448.732710; 4.487327; 3.767125; 5.662167; 3.265694
95;454.722413; 4.547224; 3.704583; 5.274583; 3.649168
96;456.328124; 4.563281; 3.178667; 6.264250; 5.534805
97;450.549583; 4.505495; 3.804917; 5.535542; 3.216598
98;452.534664; 4.525346; 3.452042; 5.621000; 4.367731
99;457.262955; 4.572629; 3.588542; 5.818042; 4.296938
