Size; Duration;Mean;Median;Min;Max
0;1079.045705; 10.790457; 0.229792; 1055.741833; 1050.215651
1;836.126410; 8.361264; 0.226292; 605.177875; 619.751644
2;796.202000; 7.962020; 0.271333; 495.489292; 532.076010
3;552.480787; 5.524807; 0.283083; 195.046375; 282.273915
4;512.786250; 5.127862; 0.308042; 260.978917; 294.758465
5;545.985995; 5.459859; 0.339833; 245.102458; 291.321672
6;287.695084; 2.876950; 0.361125; 62.136041; 106.694970
7;278.221047; 2.782210; 0.365416; 96.327000; 113.731497
8;277.594586; 2.775945; 0.443542; 97.434667; 110.413188
9;175.442374; 1.754423; 0.515750; 22.255250; 40.281052
10;182.760830; 1.827608; 0.450875; 37.289542; 50.952266
11;174.375702; 1.743757; 0.536291; 25.466458; 39.623139
12;152.747628; 1.527476; 0.628958; 18.368167; 26.964040
13;173.544877; 1.735448; 0.725208; 19.978542; 29.287913
14;151.821541; 1.518215; 0.665458; 12.416083; 17.794048
15;160.566922; 1.605669; 0.826000; 12.100750; 15.185108
16;162.333620; 1.623336; 0.969292; 8.241625; 11.471995
17;178.529870; 1.785298; 1.083292; 18.935917; 19.837569
18;173.319627; 1.733196; 0.971083; 7.611958; 9.430918
19;171.568039; 1.715680; 1.019667; 4.202458; 6.423696
20;176.917912; 1.769179; 0.991708; 7.148625; 8.990014
21;179.769833; 1.797698; 1.026042; 9.825875; 9.877310
22;180.500294; 1.805002; 1.155083; 5.050083; 6.766199
23;186.775414; 1.867754; 1.089500; 7.047500; 7.797034
24;185.389415; 1.853894; 1.133291; 4.267084; 5.620733
25;185.635169; 1.856351; 1.205959; 6.268041; 6.474338
26;189.925501; 1.899255; 1.212125; 3.939417; 5.920921
27;188.837582; 1.888375; 1.330500; 5.089417; 5.596485
28;189.989041; 1.899890; 1.309708; 6.616958; 6.279460
29;201.628587; 2.016285; 1.279250; 7.182250; 7.837621
30;189.905539; 1.899055; 1.228334; 3.533167; 5.242310
31;196.162122; 1.961621; 1.273125; 5.979000; 6.970259
32;196.465333; 1.964653; 1.169250; 6.190792; 5.997682
33;195.068214; 1.950682; 1.328458; 4.259417; 4.184808
34;195.827749; 1.958277; 1.160250; 3.145708; 3.884003
35;206.044459; 2.060444; 1.289375; 3.887917; 5.054857
36;196.058168; 1.960581; 1.161333; 3.583334; 4.260905
37;200.995792; 2.009957; 1.240083; 5.358083; 4.810459
38;204.796577; 2.047965; 1.130042; 3.479458; 4.447507
39;201.442168; 2.014421; 1.095084; 4.719000; 5.138050
40;201.971082; 2.019710; 1.252500; 3.646417; 4.382822
41;202.629580; 2.026295; 1.366584; 3.639875; 3.732930
42;206.593419; 2.065934; 1.305917; 8.047167; 7.051862
43;210.653749; 2.106537; 1.270291; 4.042709; 4.149264
44;209.479123; 2.094791; 1.404166; 4.043125; 3.782757
45;206.551955; 2.065519; 1.350041; 4.161834; 4.275160
46;204.735414; 2.047354; 1.287084; 3.733083; 4.067256
47;213.926917; 2.139269; 1.159667; 4.413250; 4.445489
48;210.614826; 2.106148; 1.403292; 3.530125; 3.835986
49;210.471504; 2.104715; 1.444625; 3.984125; 3.703246
50;208.233918; 2.082339; 1.381458; 3.822417; 3.546390
51;209.002545; 2.090025; 1.477291; 3.461958; 3.585289
52;210.641539; 2.106415; 1.149500; 4.783416; 4.670941
53;215.556962; 2.155569; 1.390334; 5.947250; 5.129376
54;216.172999; 2.161729; 1.383167; 6.704208; 6.047162
55;210.888998; 2.108889; 1.408375; 3.526500; 3.309683
56;211.916589; 2.119165; 1.515417; 8.767917; 7.457833
57;214.628420; 2.146284; 1.422250; 3.828625; 4.078324
58;213.659038; 2.136590; 1.430417; 4.147542; 3.683103
59;211.222293; 2.112222; 1.413875; 3.676959; 3.827725
60;209.402704; 2.094027; 1.527917; 3.765417; 3.109176
61;215.486334; 2.154863; 1.413625; 7.865500; 6.744329
62;217.227543; 2.172275; 1.487250; 4.834458; 4.065809
63;213.961414; 2.139614; 1.475875; 5.106958; 4.033774
64;217.643331; 2.176433; 1.502000; 4.539458; 3.904895
65;217.398340; 2.173983; 1.551833; 5.391375; 4.462002
66;215.751586; 2.157515; 1.507958; 4.007250; 3.401005
67;218.266090; 2.182660; 1.451583; 7.864584; 6.560353
68;213.475624; 2.134756; 1.610792; 3.281833; 3.106169
69;222.573786; 2.225737; 1.597083; 3.705417; 3.445356
70;213.749381; 2.137493; 1.612083; 3.300875; 2.920774
71;220.568498; 2.205684; 1.615000; 4.124959; 3.683648
72;215.141421; 2.151414; 1.601666; 3.324459; 2.857711
73;216.295793; 2.162957; 1.604458; 5.261083; 4.159536
74;212.199246; 2.121992; 1.722208; 2.933250; 2.182923
75;216.165287; 2.161652; 1.668542; 3.132417; 2.361379
76;215.729879; 2.157298; 1.602917; 3.870208; 3.518708
77;219.241785; 2.192417; 1.735625; 3.222125; 2.607062
78;223.196626; 2.231966; 1.557791; 5.072375; 4.398222
79;212.988457; 2.129884; 1.778708; 3.034417; 1.948065
80;212.108081; 2.121080; 1.849292; 2.697500; 1.675945
81;213.392749; 2.133927; 1.761417; 2.763458; 2.167727
82;209.426582; 2.094265; 1.741625; 3.041375; 2.179330
83;216.519081; 2.165190; 1.833375; 2.730834; 1.867381
84;221.381377; 2.213813; 1.720459; 3.476583; 3.406747
85;214.852039; 2.148520; 1.842917; 2.907541; 2.089789
86;215.380003; 2.153800; 1.739667; 3.386916; 2.392673
87;213.453956; 2.134539; 1.867292; 2.614166; 1.520538
88;211.598129; 2.115981; 1.874750; 2.725292; 1.697849
89;216.770044; 2.167700; 1.770333; 3.930500; 3.081653
90;215.258330; 2.152583; 1.596417; 4.341291; 3.182494
91;217.428705; 2.174287; 1.777417; 4.707417; 3.354651
92;215.380670; 2.153806; 1.759542; 3.045750; 2.157258
93;213.104202; 2.131042; 1.804792; 2.886833; 1.984354
94;215.604000; 2.156040; 1.850083; 4.457208; 2.862118
95;219.051247; 2.190512; 1.642166; 5.603625; 4.439269
96;212.874046; 2.128740; 1.884375; 2.963417; 1.840791
97;217.646714; 2.176467; 1.710042; 3.888125; 3.092591
98;212.354082; 2.123540; 1.860291; 3.296792; 1.961640
99;209.880959; 2.098809; 1.864250; 2.622250; 1.660304
