Size; Duration;Mean;Median;Min;Max
0;352.166627; 3.521666; 3.475250; 4.936084; 1.495967
1;352.136335; 3.521363; 3.471292; 4.835166; 1.393065
2;350.696331; 3.506963; 3.401916; 4.725334; 1.364506
3;339.352916; 3.393529; 3.253500; 4.539959; 1.473087
4;335.994542; 3.359945; 3.284291; 4.468041; 1.272584
5;329.727711; 3.297277; 2.976458; 4.404000; 1.692872
6;294.903711; 2.949037; 2.744417; 4.229000; 2.410289
7;298.886664; 2.988866; 2.514166; 4.195000; 2.707758
8;260.778497; 2.607784; 2.386042; 3.945167; 3.198906
9;264.446043; 2.644460; 2.118417; 3.945458; 3.752480
10;280.660626; 2.806606; 1.988834; 3.732416; 4.107376
11;205.839453; 2.058394; 1.568459; 3.880125; 6.568695
12;242.572835; 2.425728; 1.841875; 3.593209; 4.107205
13;235.745707; 2.357457; 1.706459; 3.761666; 5.086965
14;214.895542; 2.148955; 1.547000; 3.490250; 5.224717
15;247.349797; 2.473497; 1.920458; 3.552292; 4.257382
16;251.627622; 2.516276; 1.556042; 3.688541; 5.212667
17;261.593128; 2.615931; 1.961542; 3.579333; 3.947080
18;234.609337; 2.346093; 1.730666; 3.524333; 5.263377
19;256.497168; 2.564971; 1.662625; 3.546834; 4.865499
20;244.732540; 2.447325; 1.391667; 3.519417; 5.166093
21;246.366460; 2.463664; 1.690583; 3.430667; 4.725604
22;264.375334; 2.643753; 1.389166; 3.603375; 5.044856
23;270.595791; 2.705957; 1.737000; 3.469042; 4.378701
24;246.050207; 2.460502; 1.628917; 3.374167; 4.467439
25;260.425083; 2.604250; 1.502917; 3.402916; 5.001621
26;245.135840; 2.451358; 1.514250; 3.408333; 4.613246
27;251.642163; 2.516421; 1.775625; 3.657125; 4.421265
28;252.977081; 2.529770; 1.409500; 3.639250; 4.916366
29;255.766166; 2.557661; 1.379542; 3.859250; 4.682325
30;250.125377; 2.501253; 1.605334; 3.341583; 4.373196
31;244.965633; 2.449656; 1.775583; 3.698667; 4.894629
32;252.070838; 2.520708; 1.603916; 3.331375; 4.139394
33;254.829748; 2.548297; 1.630500; 3.362542; 4.361368
34;267.689452; 2.676894; 1.439209; 3.544625; 5.047337
35;252.832249; 2.528322; 1.626209; 3.411709; 4.571720
36;262.963542; 2.629635; 1.483625; 3.332625; 4.146153
37;259.748167; 2.597481; 1.685417; 3.351458; 3.782280
38;264.644999; 2.646449; 1.467209; 3.599584; 4.703347
39;257.599794; 2.575997; 1.574833; 3.757375; 3.866372
40;269.343875; 2.693438; 1.629250; 3.572167; 4.242030
41;254.082587; 2.540825; 1.713166; 3.295666; 3.604655
42;260.424999; 2.604249; 1.687333; 3.324291; 3.692181
43;261.681674; 2.616816; 1.757625; 3.368208; 4.001714
44;270.920617; 2.709206; 1.441291; 3.538041; 4.543277
45;254.101959; 2.541019; 1.795125; 3.283375; 3.756132
46;268.743004; 2.687430; 1.519709; 3.505000; 4.429811
47;266.166832; 2.661668; 1.513042; 3.600834; 3.887126
48;255.974213; 2.559742; 1.808333; 3.223458; 3.165782
49;263.972456; 2.639724; 1.785209; 3.301792; 3.384564
50;257.328334; 2.573283; 1.834500; 3.236584; 3.726283
51;260.242544; 2.602425; 1.834750; 3.251250; 3.290539
52;259.381373; 2.593813; 1.536084; 3.552291; 3.772177
53;260.861163; 2.608611; 1.901959; 3.383167; 3.257197
54;249.842584; 2.498425; 1.422125; 3.971000; 4.261876
55;262.376291; 2.623762; 1.816041; 3.186875; 3.232793
56;263.657999; 2.636579; 1.681417; 3.397666; 3.870867
57;257.792164; 2.577921; 1.790417; 3.524750; 3.483966
58;256.711331; 2.567113; 1.758042; 3.479708; 3.711770
59;267.477086; 2.674770; 1.805167; 3.296625; 3.148970
