Size; Duration;Mean;Median;Min;Max
1000;6.324082;0.063240;0.008792;0.500708;0.528398
2000;5.142872;0.051428;0.017375;0.488167;0.541950
3000;2.740706;0.027407;0.025875;0.034250;0.013188
4000;4.617542;0.046175;0.035666;0.097958;0.150023
5000;2.642334;0.026423;0.023125;0.087625;0.100346
6000;2.913376;0.029133;0.027375;0.039709;0.016635
7000;4.483036;0.044830;0.030834;1.060750;1.021653
8000;3.731664;0.037316;0.035333;0.055541;0.025642
9000;4.230296;0.042302;0.039750;0.057875;0.020737
10000;4.645920;0.046459;0.045250;0.066375;0.022093
11000;5.057915;0.050579;0.048416;0.077000;0.033934
12000;5.528040;0.055280;0.052875;0.107875;0.062701
13000;6.190544;0.061905;0.058291;0.108417;0.057328
14000;6.595038;0.065950;0.062625;0.095625;0.036035
15000;7.007622;0.070076;0.066958;0.100041;0.042117
16000;7.447001;0.074470;0.071375;0.106542;0.047933
17000;7.878577;0.078785;0.076584;0.109250;0.037038
18000;8.413590;0.084135;0.081375;0.117000;0.044062
19000;8.826967;0.088269;0.085667;0.125708;0.043657
20000;9.359287;0.093592;0.089916;0.128958;0.066899
21000;10.240999;0.102409;0.089833;0.674375;0.583355
22000;9.808173;0.098081;0.094334;0.150250;0.069258
23000;10.080122;0.100801;0.098167;0.145042;0.055281
24000;10.575747;0.105757;0.102459;0.150167;0.053665
25000;11.011072;0.110110;0.106916;0.155250;0.059324
26000;11.510467;0.115104;0.111125;0.165584;0.066591
27000;11.916449;0.119164;0.115375;0.167000;0.061588
28000;12.585921;0.125859;0.120125;0.183500;0.062333
29000;13.083003;0.130830;0.123958;0.179916;0.083506
30000;13.860629;0.138606;0.134709;0.194000;0.068550
31000;14.295873;0.142958;0.139125;0.201833;0.068292
32000;14.905625;0.149056;0.143541;0.207583;0.071718
33000;15.408872;0.154088;0.148958;0.229416;0.088274
34000;15.749414;0.157494;0.154000;0.222250;0.072294
35000;16.030752;0.160307;0.149667;0.783625;0.632342
36000;15.605536;0.156055;0.153584;0.222583;0.073608
37000;16.026209;0.160262;0.158000;0.228458;0.074546
38000;16.724750;0.167247;0.162125;0.236792;0.098144
39000;16.857791;0.168577;0.166417;0.246041;0.079501
40000;17.601538;0.176015;0.170625;0.255750;0.100067
41000;17.908754;0.179087;0.174958;0.254500;0.088649
42000;19.066170;0.190661;0.179209;0.264667;0.122762
43000;21.371084;0.213710;0.190875;0.601750;0.575812
44000;21.067961;0.210679;0.194375;0.874750;0.675796
45000;20.197711;0.201977;0.198709;0.295583;0.098900
46000;20.655287;0.206552;0.196375;0.489459;0.302547
47000;20.503962;0.205039;0.200792;0.290583;0.099255
48000;20.861792;0.208617;0.204750;0.296208;0.096822
49000;21.794994;0.217949;0.209250;0.314833;0.108862
50000;22.006290;0.220062;0.213459;0.311750;0.108166
51000;22.231668;0.222316;0.218042;0.317125;0.106114
52000;23.232620;0.232326;0.221917;0.815666;0.597572
53000;22.982583;0.229825;0.226916;0.332000;0.105406
54000;23.805004;0.238050;0.231167;0.334083;0.126792
55000;23.953748;0.239537;0.234667;0.344708;0.115405
56000;24.306375;0.243063;0.239083;0.349417;0.112860
57000;24.724497;0.247244;0.243625;0.351583;0.111234
58000;25.244536;0.252445;0.247292;0.366375;0.123142
59000;26.301472;0.263014;0.251792;0.908417;0.659324
60000;25.945629;0.259456;0.256583;0.374583;0.118441
61000;26.888581;0.268885;0.261042;0.378917;0.125584
62000;28.103662;0.281036;0.274042;0.403125;0.130359
63000;28.844454;0.288444;0.277917;0.416625;0.142303
64000;27.914208;0.279142;0.272625;0.422834;0.156685
65000;28.749215;0.287492;0.276542;1.012334;0.729548
66000;28.436088;0.284360;0.281291;0.411250;0.130493
67000;29.088578;0.290885;0.286291;0.416375;0.133062
68000;29.598383;0.295983;0.290667;0.427125;0.144778
69000;30.008462;0.300084;0.295083;0.425625;0.132183
70000;31.014619;0.310146;0.299416;0.919333;0.627591
71000;30.930415;0.309304;0.303500;0.439125;0.137801
72000;31.114379;0.311143;0.307541;0.445458;0.137003
73000;31.659997;0.316599;0.311375;0.453375;0.144094
74000;32.239329;0.322393;0.316125;0.456792;0.154347
